## [BeGaze]
## Converted from:	D:\AwareHomeGazeStudy\p09-r2-[1bca1b72-8db4-4ee3-b1dd-6b529d904edc]\p09-r2-2-recording.idf
## Date:	20.10.2015 16:28:13
## Version:	BeGaze 3.4.46
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	p09-r2-2-recording.avi
## Number of Samples:	21002
## Reversed:	none
## [Run]
## Subject:	p09-r2-2-recording
## Description:	Run001
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, POR, AOI, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time	Type	Trial	L Pupil Diameter [mm]	R Pupil Diameter [mm]	B POR X [px]	B POR Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	B AOI Hit	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1	B Event Info
2224217639	SMP	1	3.78	3.82	344.23	534.72	307.47	518.36	408.96	470.11	-	31.62	-3.69	-23.60	-31.15	-2.64	-25.22	0.22	-0.13	0.97	0.27	-0.13	0.95	00:00:01:08		Fixation
2224252065	SMP	1	3.78	3.82	344.64	538.78	308.11	522.53	409.15	473.97	-	31.62	-3.69	-23.60	-31.15	-2.64	-25.22	0.22	-0.13	0.97	0.27	-0.13	0.95	00:00:01:09		Fixation
2224284529	SMP	1	3.76	3.82	342.86	543.12	304.81	526.74	408.38	478.53	-	31.62	-3.69	-23.60	-31.15	-2.64	-25.22	0.23	-0.14	0.96	0.27	-0.14	0.95	00:00:01:09		Fixation
2224317790	SMP	1	3.78	3.82	342.48	548.48	305.16	532.55	407.09	483.31	-	31.62	-3.68	-23.60	-31.15	-2.64	-25.22	0.23	-0.14	0.96	0.27	-0.14	0.95	00:00:01:10		Fixation
2224350863	SMP	1	3.80	3.82	341.90	552.45	305.09	535.00	405.80	488.57	-	31.62	-3.68	-23.60	-31.15	-2.64	-25.22	0.23	-0.14	0.96	0.27	-0.15	0.95	00:00:01:11		Fixation
2224384170	SMP	1	3.80	3.82	343.48	555.86	306.71	539.67	407.63	490.73	-	31.62	-3.68	-23.60	-31.15	-2.64	-25.22	0.22	-0.15	0.96	0.27	-0.15	0.95	00:00:01:12		Fixation
2224417565	SMP	1	3.82	3.82	346.17	556.19	309.92	538.87	410.38	492.02	-	31.62	-3.68	-23.60	-31.15	-2.64	-25.22	0.22	-0.15	0.96	0.27	-0.15	0.95	00:00:01:13		Fixation
2224451053	SMP	1	3.82	3.82	349.61	558.03	315.43	540.69	412.51	493.59	-	31.62	-3.68	-23.60	-31.15	-2.64	-25.22	0.22	-0.15	0.96	0.27	-0.15	0.95	00:00:01:13		Saccade
2224483959	SMP	1	3.34	3.62	254.67	568.73	207.80	557.69	308.57	500.64	-	31.62	-3.68	-23.60	-31.15	-2.64	-25.22	0.29	-0.16	0.94	0.34	-0.16	0.93	00:00:01:14		Saccade
2224517779	SMP	1	3.78	3.90	214.11	559.55	168.21	553.52	258.01	487.29	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.32	-0.15	0.94	0.37	-0.14	0.92	00:00:01:15		Fixation
2224550732	SMP	1	3.76	3.86	219.55	562.00	172.73	553.80	265.55	491.75	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.32	-0.15	0.94	0.37	-0.15	0.92	00:00:01:16		Fixation
2224583790	SMP	1	3.76	3.86	223.43	562.68	175.43	554.44	271.45	492.53	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.31	-0.15	0.94	0.36	-0.15	0.92	00:00:01:16		Fixation
2224616998	SMP	1	3.80	3.86	228.52	565.24	181.77	555.72	276.42	496.06	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.31	-0.15	0.94	0.36	-0.15	0.92	00:00:01:17		Fixation
2224651454	SMP	1	3.78	3.84	233.44	570.34	185.56	560.01	283.49	501.89	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.31	-0.15	0.94	0.36	-0.16	0.92	00:00:01:18		Saccade
2224684287	SMP	1	3.64	3.68	321.31	585.10	285.42	568.94	379.04	519.54	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.24	-0.17	0.96	0.29	-0.17	0.94	00:00:01:19		Saccade
2224717219	SMP	1	3.80	3.64	404.06	587.17	376.29	566.48	472.18	523.78	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.17	-0.18	0.97	0.23	-0.18	0.96	00:00:01:19		Fixation
2224750450	SMP	1	3.82	3.76	409.09	586.60	379.80	567.87	479.86	521.45	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.17	-0.18	0.97	0.22	-0.17	0.96	00:00:01:20		Fixation
2224783880	SMP	1	3.78	3.74	412.91	587.41	381.27	570.63	486.87	520.59	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.17	-0.18	0.97	0.22	-0.17	0.96	00:00:01:22		Fixation
2224818111	SMP	1	3.74	3.70	416.98	590.38	385.11	571.37	492.03	525.53	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.17	-0.18	0.97	0.21	-0.18	0.96	00:00:01:22		Fixation
2224850052	SMP	1	3.80	3.76	424.91	590.44	393.35	572.52	501.45	524.40	-	31.61	-3.68	-23.60	-31.15	-2.64	-25.22	0.16	-0.18	0.97	0.21	-0.18	0.96	00:00:01:23		Saccade
2224885658	SMP	1	3.78	3.76	428.35	592.39	397.10	573.78	505.33	526.87	-	31.61	-3.68	-23.61	-31.15	-2.64	-25.22	0.16	-0.18	0.97	0.20	-0.18	0.96	00:00:02:00		Saccade
2224918099	SMP	1	3.74	3.72	440.87	585.52	412.51	566.84	517.92	519.74	-	31.61	-3.68	-23.61	-31.15	-2.64	-25.22	0.15	-0.18	0.97	0.19	-0.17	0.97	00:00:02:01		Saccade
2224950491	SMP	1	3.74	3.70	445.20	585.77	416.96	564.21	523.12	522.62	-	31.61	-3.68	-23.61	-31.15	-2.64	-25.22	0.14	-0.18	0.97	0.19	-0.18	0.97	00:00:02:02		Fixation
2224983109	SMP	1	3.76	3.76	449.24	583.57	420.98	563.47	528.13	519.02	-	31.61	-3.68	-23.61	-31.15	-2.64	-25.22	0.14	-0.18	0.97	0.19	-0.17	0.97	00:00:02:02		Fixation
2225016827	SMP	1	3.68	3.74	455.38	581.73	426.95	561.42	535.88	517.32	-	31.61	-3.67	-23.61	-31.15	-2.64	-25.22	0.14	-0.18	0.98	0.18	-0.17	0.97	00:00:02:03		Fixation
2225049616	SMP	1	3.66	3.70	457.89	582.75	431.32	561.77	537.06	518.74	-	31.61	-3.67	-23.61	-31.15	-2.64	-25.22	0.13	-0.18	0.98	0.18	-0.17	0.97	00:00:02:04		Fixation
2225083237	SMP	1	3.66	3.70	462.96	580.22	437.36	558.09	542.37	517.17	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.22	0.13	-0.17	0.98	0.18	-0.17	0.97	00:00:02:05		Saccade
2225116754	SMP	1	3.62	3.66	468.76	573.47	443.97	551.66	548.84	510.10	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.22	0.12	-0.17	0.98	0.17	-0.16	0.97	00:00:02:05		Saccade
2225149687	SMP	1	3.64	3.66	471.60	575.03	447.12	553.01	551.99	511.73	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.22	0.12	-0.17	0.98	0.17	-0.17	0.97	00:00:02:06		Fixation
2225182814	SMP	1	3.62	3.62	472.43	577.52	448.39	553.16	552.51	516.33	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.23	0.12	-0.17	0.98	0.17	-0.17	0.97	00:00:02:07		Fixation
2225216880	SMP	1	3.60	3.62	472.39	577.46	448.34	553.64	552.46	515.76	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.23	0.12	-0.17	0.98	0.17	-0.17	0.97	00:00:02:08		Fixation
2225249628	SMP	1	3.58	3.64	475.44	576.36	449.92	552.90	557.72	514.43	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.23	0.12	-0.17	0.98	0.16	-0.17	0.97	00:00:02:09		Fixation
2225282572	SMP	1	3.58	3.64	478.85	574.93	454.29	550.01	560.97	514.25	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.23	0.11	-0.17	0.98	0.16	-0.17	0.97	00:00:02:09		Fixation
2225315773	SMP	1	3.58	3.64	482.22	574.34	457.84	548.57	564.96	514.40	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.23	0.11	-0.17	0.98	0.16	-0.17	0.97	00:00:02:10		Fixation
2225349581	SMP	1	3.56	3.62	486.21	574.34	461.15	548.28	570.55	514.66	-	31.61	-3.67	-23.61	-31.15	-2.63	-25.23	0.11	-0.17	0.98	0.15	-0.17	0.97	00:00:02:11		Fixation
2225382731	SMP	1	3.54	3.62	489.63	574.81	465.57	548.07	573.74	515.61	-	31.61	-3.67	-23.62	-31.15	-2.63	-25.23	0.11	-0.17	0.98	0.15	-0.17	0.97	00:00:02:12		Blink
2225415629	SMP	1	3.54	3.58	493.45	573.85	469.58	546.60	578.28	515.07	-	31.61	-3.67	-23.62	-31.15	-2.63	-25.23	0.10	-0.17	0.98	0.15	-0.17	0.97	00:00:02:12		Blink
2225448853	SMP	1	3.44	3.52	481.31	579.73	456.60	555.79	564.04	517.98	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.11	-0.17	0.98	0.16	-0.17	0.97	00:00:02:13		Blink
2225482341	SMP	1	0.00	3.20	399.01	597.60	456.65	555.78	380.60	545.49	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.11	-0.17	0.98	0.29	-0.19	0.94	00:00:02:14		Blink
2225516885	SMP	1	3.54	3.46	145.34	477.31	-46.93	334.57	317.25	543.48	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.44	0.03	0.90	0.33	-0.19	0.92	00:00:02:15		Blink
2225549522	SMP	1	0.00	3.56	316.15	616.10	292.56	589.20	359.94	558.54	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.23	-0.19	0.95	0.30	-0.21	0.93	00:00:02:15		Blink
2225582363	SMP	1	3.48	3.58	304.70	634.78	261.94	621.24	364.52	566.41	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.25	-0.21	0.94	0.30	-0.21	0.93	00:00:02:16		Blink
2225615418	SMP	1	3.44	3.58	303.41	633.68	259.14	619.62	364.46	566.00	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.26	-0.21	0.94	0.30	-0.21	0.93	00:00:02:17		Blink
2225649341	SMP	1	3.52	3.60	304.31	625.59	258.79	610.08	366.93	559.57	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.26	-0.20	0.95	0.30	-0.21	0.93	00:00:02:18		Blink
2225681840	SMP	1	3.46	3.58	265.63	635.19	214.55	627.00	324.84	563.29	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.29	-0.21	0.93	0.33	-0.21	0.92	00:00:02:19		Blink
2225715104	SMP	1	3.46	3.70	232.38	634.47	177.74	630.37	287.54	559.66	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.31	-0.21	0.93	0.35	-0.20	0.91	00:00:02:20		Fixation
2225749081	SMP	1	3.56	3.74	236.82	625.97	183.25	619.77	292.10	553.12	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.31	-0.20	0.93	0.35	-0.20	0.92	00:00:02:20		Fixation
2225781832	SMP	1	3.58	3.70	241.11	619.86	188.64	611.73	296.43	548.76	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.30	-0.20	0.93	0.35	-0.20	0.92	00:00:02:21		Fixation
2225815007	SMP	1	3.64	3.76	248.52	614.81	198.48	605.98	303.22	544.13	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.30	-0.19	0.94	0.34	-0.19	0.92	00:00:02:22		Fixation
2225848225	SMP	1	3.60	3.76	252.27	613.19	199.75	604.89	310.30	542.26	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.30	-0.19	0.94	0.34	-0.19	0.92	00:00:02:23		Fixation
2225881990	SMP	1	3.68	3.78	260.95	611.01	210.34	599.30	319.10	542.95	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.29	-0.19	0.94	0.33	-0.19	0.92	00:00:03:00		Blink
2225914720	SMP	1	3.72	3.80	268.41	611.39	218.06	599.15	328.00	543.69	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.28	-0.19	0.94	0.33	-0.19	0.93	00:00:03:00		Blink
2225948378	SMP	1	3.74	3.80	278.13	610.06	227.58	597.35	340.12	542.72	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.28	-0.19	0.94	0.32	-0.19	0.93	00:00:03:01		Blink
2225981516	SMP	1	3.64	3.68	250.07	625.37	195.23	617.79	309.63	553.76	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.30	-0.20	0.93	0.34	-0.20	0.92	00:00:03:02		Blink
2226014941	SMP	1	0.00	3.60	146.19	639.80	195.23	617.79	80.03	571.76	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.30	-0.20	0.93	0.47	-0.21	0.86	00:00:03:03		Blink
2226048156	SMP	1	0.00	3.82	88.64	644.26	195.23	617.79	-47.55	574.80	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.30	-0.20	0.93	0.54	-0.20	0.82	00:00:03:04		Blink
2226081777	SMP	1	3.58	3.94	-50.84	651.66	-136.52	664.20	-35.49	568.33	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.49	-0.20	0.85	0.53	-0.20	0.82	00:00:03:04		Blink
2226114562	SMP	1	3.60	3.98	-31.74	639.65	-120.33	648.88	-8.29	559.38	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.48	-0.19	0.86	0.52	-0.19	0.83	00:00:03:05		Blink
2226147689	SMP	1	3.60	3.92	-13.19	625.55	-100.22	631.06	13.91	548.29	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.47	-0.18	0.86	0.51	-0.19	0.84	00:00:03:06		Blink
2226181135	SMP	1	3.64	3.96	8.93	616.53	-74.61	620.68	38.62	539.95	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.46	-0.17	0.87	0.50	-0.18	0.85	00:00:03:07		Blink
2226214840	SMP	1	3.62	3.98	25.34	604.98	-56.60	605.41	57.92	531.49	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.45	-0.17	0.88	0.49	-0.18	0.86	00:00:03:08		Blink
2226247663	SMP	1	3.58	0.00	57.99	591.48	18.77	572.11	57.92	531.49	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.41	-0.15	0.90	0.49	-0.18	0.86	00:00:03:08		Blink
2226280692	SMP	1	3.64	3.84	182.32	550.26	116.14	541.63	238.87	482.75	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.35	-0.13	0.93	0.39	-0.14	0.91	00:00:03:09		Blink
2226314396	SMP	1	3.80	3.88	196.75	542.64	133.67	530.23	253.80	478.27	-	31.61	-3.66	-23.62	-31.15	-2.63	-25.23	0.34	-0.13	0.93	0.38	-0.14	0.92	00:00:03:10		Blink
2226348435	SMP	1	3.86	3.84	209.42	541.79	149.76	527.32	266.07	478.91	-	31.60	-3.66	-23.62	-31.15	-2.63	-25.23	0.33	-0.13	0.94	0.37	-0.14	0.92	00:00:03:11		Blink
2226380754	SMP	1	3.86	3.90	221.79	536.99	162.86	524.66	280.67	472.02	-	31.60	-3.67	-23.62	-31.15	-2.63	-25.23	0.32	-0.13	0.94	0.36	-0.13	0.92	00:00:03:11		Blink
2226414106	SMP	1	3.84	3.96	232.89	536.36	174.80	524.14	293.49	471.11	-	31.60	-3.67	-23.62	-31.15	-2.63	-25.23	0.32	-0.13	0.94	0.35	-0.13	0.93	00:00:03:12		Fixation
2226447522	SMP	1	3.90	3.96	246.17	536.21	189.64	523.02	308.27	471.59	-	31.60	-3.67	-23.62	-31.15	-2.63	-25.23	0.31	-0.13	0.94	0.34	-0.13	0.93	00:00:03:13		Fixation
2226480643	SMP	1	3.84	3.86	262.96	541.96	206.94	525.70	328.28	479.89	-	31.60	-3.67	-23.62	-31.15	-2.63	-25.23	0.29	-0.13	0.95	0.33	-0.14	0.93	00:00:03:14		Saccade
2226513835	SMP	1	3.84	3.68	402.60	573.96	364.82	555.93	480.66	509.36	-	31.60	-3.66	-23.62	-31.15	-2.63	-25.23	0.18	-0.17	0.97	0.22	-0.16	0.96	00:00:03:15		Saccade
2226547011	SMP	1	3.94	3.80	423.71	582.78	389.48	563.48	502.80	518.50	-	31.60	-3.66	-23.62	-31.15	-2.62	-25.23	0.16	-0.17	0.97	0.20	-0.17	0.96	00:00:03:16		Fixation
2226580191	SMP	1	3.92	3.76	428.64	585.34	394.24	565.26	508.97	521.66	-	31.60	-3.66	-23.62	-31.16	-2.62	-25.23	0.16	-0.18	0.97	0.20	-0.17	0.96	00:00:03:16		Fixation
