## [BeGaze]
## Converted from:	D:\AwareHome - RecordingUnitData\p06b-[136bce44-4397-4daa-8f7a-c2b5525b9040]\p06b-1-unified.smi
## Date:	12.01.2014 22:26:37
## Version:	BeGaze 3.4.46
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	p06b-1-recording.avi
## Number of Samples:	17494
## Reversed:	none
## [Run]
## Subject:	p06b-1-unified
## Description:	Run003
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, POR, AOI, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time	Type	Trial	L Pupil Diameter [mm]	R Pupil Diameter [mm]	B POR X [px]	B POR Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	B AOI Hit	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1	B Event Info
173058807	SMP	1	3.32	2.24	737.73	212.35	547.97	276.63	909.75	617.39	-	31.63	5.20	-26.85	-30.24	2.18	-21.63	0.06	0.03	1.00	-0.21	-0.21	0.96	00:00:02:21		Fixation
173092041	SMP	1	3.30	2.28	736.47	214.28	549.01	278.06	907.30	618.17	-	31.63	5.20	-26.85	-30.24	2.16	-21.63	0.06	0.02	1.00	-0.21	-0.21	0.96	00:00:02:21		Fixation
173125305	SMP	1	3.34	2.34	743.43	217.08	550.55	279.97	914.59	620.19	-	31.63	5.20	-26.85	-30.24	2.15	-21.64	0.06	0.02	1.00	-0.21	-0.21	0.95	00:00:02:22		Fixation
173158538	SMP	1	3.34	2.30	739.33	219.95	547.22	281.98	911.94	621.91	-	31.63	5.20	-26.85	-30.24	2.14	-21.64	0.06	0.02	1.00	-0.21	-0.21	0.95	00:00:02:23		Fixation
173191925	SMP	1	3.42	2.38	742.51	223.28	551.05	289.59	912.26	619.70	-	31.63	5.20	-26.85	-30.24	2.12	-21.64	0.06	0.01	1.00	-0.21	-0.21	0.95	00:00:03:00		Fixation
173225189	SMP	1	3.46	2.38	742.32	220.96	554.32	287.07	909.73	618.59	-	31.63	5.20	-26.85	-30.24	2.12	-21.65	0.05	0.02	1.00	-0.21	-0.21	0.96	00:00:03:00		Fixation
173258422	SMP	1	3.38	2.40	738.84	221.23	552.05	286.89	907.18	619.02	-	31.63	5.20	-26.85	-30.24	2.10	-21.65	0.06	0.02	1.00	-0.21	-0.21	0.96	00:00:03:01		Saccade
173291687	SMP	1	3.48	2.38	759.78	211.38	571.51	278.60	918.74	613.69	-	31.63	5.20	-26.85	-30.24	2.09	-21.65	0.04	0.02	1.00	-0.22	-0.20	0.95	00:00:03:02		Saccade
173324920	SMP	1	3.38	2.36	751.81	212.61	558.83	284.34	918.06	611.87	-	31.63	5.20	-26.85	-30.23	2.08	-21.65	0.05	0.02	1.00	-0.22	-0.20	0.96	00:00:03:03		Fixation
173358306	SMP	1	3.42	2.40	753.31	203.97	560.52	278.23	919.01	607.00	-	31.63	5.20	-26.85	-30.23	2.07	-21.66	0.05	0.02	1.00	-0.22	-0.20	0.96	00:00:03:04		Fixation
173391540	SMP	1	3.46	2.40	762.80	209.12	565.78	281.83	926.44	610.03	-	31.63	5.20	-26.85	-30.23	2.06	-21.66	0.04	0.02	1.00	-0.22	-0.20	0.95	00:00:03:04		Fixation
173424835	SMP	1	3.42	2.34	750.85	209.40	559.95	287.36	915.66	606.06	-	31.63	5.20	-26.85	-30.23	2.05	-21.66	0.05	0.02	1.00	-0.21	-0.20	0.96	00:00:03:05		Saccade
173458038	SMP	1	3.52	2.28	769.88	200.44	571.77	281.11	930.43	601.20	-	31.63	5.20	-26.85	-30.23	2.04	-21.66	0.04	0.02	1.00	-0.23	-0.19	0.95	00:00:03:06		Saccade
173491302	SMP	1	3.46	2.36	773.93	213.04	570.46	290.64	935.75	608.26	-	31.63	5.20	-26.85	-30.22	2.03	-21.67	0.04	0.01	1.00	-0.23	-0.20	0.95	00:00:03:07		Fixation
173524688	SMP	1	3.44	2.40	769.55	210.97	576.75	284.60	926.15	609.12	-	31.66	5.22	-26.86	-30.22	2.02	-21.67	0.03	0.02	1.00	-0.22	-0.20	0.95	00:00:03:08		Fixation
173557922	SMP	1	3.44	2.46	780.00	216.48	583.09	291.73	933.58	609.95	-	31.70	5.23	-26.87	-30.22	2.01	-21.67	0.03	0.01	1.00	-0.23	-0.20	0.95	00:00:03:08		Fixation
173591156	SMP	1	3.52	2.24	794.08	204.45	588.43	288.98	946.65	599.84	-	31.70	5.23	-26.87	-30.22	2.00	-21.67	0.02	0.02	1.00	-0.24	-0.19	0.95	00:00:03:09		Fixation
173624694	SMP	1	3.44	2.28	796.32	205.50	592.00	289.96	946.62	599.98	-	31.73	5.24	-26.87	-30.22	1.99	-21.67	0.02	0.01	1.00	-0.24	-0.19	0.95	00:00:03:10		Fixation
173657714	SMP	1	3.48	2.34	800.03	204.89	597.70	288.50	946.96	599.95	-	31.76	5.24	-26.86	-30.21	1.99	-21.68	0.02	0.02	1.00	-0.24	-0.19	0.95	00:00:03:11		Fixation
173691070	SMP	1	3.48	2.30	788.07	191.19	597.97	279.99	932.64	590.43	-	31.79	5.24	-26.87	-30.21	1.98	-21.68	0.02	0.02	1.00	-0.23	-0.18	0.96	00:00:03:11		Fixation
173724578	SMP	1	3.58	2.44	799.20	208.46	606.03	290.59	939.56	600.98	-	31.79	5.24	-26.87	-30.21	1.98	-21.68	0.01	0.01	1.00	-0.23	-0.19	0.95	00:00:03:12		Fixation
173757568	SMP	1	3.48	2.42	800.05	207.16	603.19	289.05	942.85	601.19	-	31.79	5.24	-26.87	-30.21	1.98	-21.68	0.01	0.02	1.00	-0.24	-0.19	0.95	00:00:03:13		Fixation
173790863	SMP	1	3.48	2.50	795.02	207.35	604.00	282.51	936.75	605.47	-	31.79	5.24	-26.87	-30.21	1.97	-21.68	0.01	0.02	1.00	-0.23	-0.20	0.95	00:00:03:14		Fixation
173824279	SMP	1	3.52	2.50	799.37	203.81	610.25	281.95	937.28	601.67	-	31.84	5.26	-26.86	-30.21	1.97	-21.68	0.01	0.02	1.00	-0.23	-0.19	0.95	00:00:03:15		Saccade
173857574	SMP	1	3.44	2.40	803.12	197.40	606.36	281.18	944.69	596.40	-	31.84	5.26	-26.86	-30.21	1.97	-21.68	0.01	0.02	1.00	-0.24	-0.19	0.95	00:00:03:16		Saccade
173890838	SMP	1	3.46	2.44	798.02	198.60	610.38	283.27	935.28	595.12	-	31.84	5.26	-26.86	-30.21	1.96	-21.68	0.01	0.02	1.00	-0.23	-0.19	0.95	00:00:03:16		Saccade
173924041	SMP	1	3.50	2.02	804.38	166.28	610.76	279.93	942.18	564.69	-	31.84	5.26	-26.86	-30.20	1.95	-21.69	0.01	0.02	1.00	-0.24	-0.16	0.96	00:00:03:17		Saccade
173957244	SMP	1	3.34	2.36	814.52	190.66	613.17	282.17	953.09	588.88	-	31.87	5.28	-26.86	-30.20	1.95	-21.69	0.00	0.02	1.00	-0.24	-0.18	0.95	00:00:03:18		Fixation
