## [BeGaze]
## Converted from:	E:\aware home\Quick Run\p11r2-[77248a8d-212d-42ba-bff2-db68cc4e89f7]\p11r2-2-unified.smi
## Date:	14.01.2014 22:11:50
## Version:	BeGaze 3.4.46
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	p11r2-2-recording.avi
## Number of Samples:	21949
## Reversed:	none
## [Run]
## Subject:	p11r2-2-unified
## Description:	Run002
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, POR, AOI, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time	Type	Trial	L Pupil Diameter [mm]	R Pupil Diameter [mm]	B POR X [px]	B POR Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	B AOI Hit	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1	B Event Info
3242856933	SMP	1	2.48	1.84	576.27	648.68	343.32	833.98	689.34	945.58	-	31.97	3.55	-25.34	-31.01	2.33	-25.08	0.22	-0.42	0.88	-0.02	-0.46	0.89	00:00:00:09		Fixation
3242890197	SMP	1	2.54	1.82	584.55	644.69	355.45	836.11	693.88	936.10	-	31.97	3.55	-25.34	-30.98	2.35	-25.07	0.21	-0.42	0.88	-0.03	-0.46	0.89	00:00:00:10		Fixation
3242923675	SMP	1	2.84	0.00	587.73	619.76	368.43	792.99	696.36	939.36	-	31.97	3.55	-25.34	-30.96	2.37	-25.05	0.20	-0.39	0.90	-0.03	-0.46	0.89	00:00:00:10		Saccade
3242956939	SMP	1	2.74	2.10	579.32	650.52	337.40	856.79	695.64	918.29	-	31.97	3.55	-25.34	-30.95	2.39	-25.04	0.23	-0.44	0.87	-0.03	-0.44	0.90	00:00:00:11		Saccade
3242990173	SMP	1	2.24	2.16	584.97	635.66	350.75	836.01	698.27	914.85	-	31.97	3.55	-25.34	-30.93	2.41	-25.04	0.22	-0.42	0.88	-0.03	-0.44	0.90	00:00:00:12		Fixation
3243023406	SMP	1	2.66	2.24	582.69	623.44	347.06	818.59	700.13	909.30	-	31.97	3.55	-25.34	-30.92	2.43	-25.04	0.22	-0.41	0.88	-0.03	-0.44	0.90	00:00:00:13		Fixation
3243056671	SMP	1	2.64	2.00	583.60	640.36	350.16	826.94	698.45	936.02	-	31.97	3.55	-25.34	-30.91	2.44	-25.03	0.22	-0.42	0.88	-0.03	-0.46	0.89	00:00:00:14		Fixation
3243090179	SMP	1	2.60	1.98	575.91	642.96	348.09	814.57	688.24	958.96	-	31.97	3.55	-25.34	-30.93	2.44	-25.06	0.22	-0.41	0.89	-0.02	-0.47	0.88	00:00:00:14		Saccade
3243123291	SMP	1	2.66	2.60	574.78	614.83	338.91	820.90	690.89	888.35	-	31.97	3.55	-25.34	-30.94	2.43	-25.08	0.23	-0.41	0.88	-0.02	-0.42	0.91	00:00:00:15		Saccade
3243156524	SMP	1	2.50	2.76	576.40	613.43	342.12	833.37	688.31	871.35	-	31.97	3.55	-25.34	-30.95	2.42	-25.10	0.22	-0.42	0.88	-0.02	-0.41	0.91	00:00:00:16		Saccade
3243189910	SMP	1	2.74	1.90	603.64	675.71	390.51	843.88	699.77	1000.47	-	32.22	3.97	-25.80	-30.96	2.42	-25.11	0.18	-0.43	0.88	-0.03	-0.50	0.87	00:00:00:17		Saccade
3243223052	SMP	1	2.66	1.96	601.83	632.89	397.97	831.24	689.39	927.87	-	32.22	3.97	-25.80	-30.97	2.42	-25.12	0.18	-0.42	0.89	-0.02	-0.45	0.89	00:00:00:18		Fixation
3243256439	SMP	1	2.40	2.56	597.92	643.35	397.02	846.93	679.80	932.48	-	32.40	4.21	-26.02	-30.98	2.37	-25.16	0.18	-0.43	0.88	-0.01	-0.45	0.89	00:00:00:19		Fixation
3243289794	SMP	1	2.56	2.64	622.95	707.54	409.72	834.62	724.11	1082.36	-	32.40	4.21	-26.02	-30.96	2.38	-25.16	0.17	-0.43	0.89	-0.05	-0.55	0.84	00:00:00:19		Saccade
3243322906	SMP	1	2.38	2.02	601.94	625.38	391.98	835.00	693.51	904.86	-	32.40	4.21	-26.02	-30.97	2.36	-25.18	0.18	-0.43	0.89	-0.03	-0.43	0.90	00:00:00:20		Saccade
3243356170	SMP	1	2.48	1.80	618.85	637.30	415.46	822.26	708.81	948.72	-	32.50	4.34	-26.16	-30.96	2.37	-25.18	0.16	-0.42	0.89	-0.04	-0.46	0.89	00:00:00:21		Fixation
3243389556	SMP	1	2.46	1.92	612.28	621.40	414.58	832.04	693.56	905.55	-	32.50	4.34	-26.16	-30.96	2.36	-25.19	0.17	-0.42	0.89	-0.03	-0.43	0.90	00:00:00:22		Fixation
3243422790	SMP	1	2.54	2.16	605.65	602.59	401.65	811.32	695.60	887.92	-	32.50	4.34	-26.16	-30.97	2.34	-25.20	0.18	-0.41	0.90	-0.03	-0.42	0.91	00:00:00:23		Fixation
3243456054	SMP	1	2.42	2.04	595.26	619.86	407.09	826.47	668.36	912.81	-	32.50	4.34	-26.16	-30.97	2.34	-25.20	0.17	-0.42	0.89	0.00	-0.44	0.90	00:00:00:23		Saccade
3243489288	SMP	1	2.48	2.74	610.43	582.36	421.31	820.21	683.75	841.96	-	32.50	4.34	-26.16	-30.97	2.32	-25.21	0.16	-0.42	0.89	-0.02	-0.39	0.92	00:00:01:00		Saccade
3243522552	SMP	1	2.56	3.02	601.38	557.02	416.16	798.69	673.85	816.61	-	32.50	4.34	-26.16	-30.97	2.31	-25.22	0.17	-0.40	0.90	-0.01	-0.37	0.93	00:00:01:01		Fixation
3243555938	SMP	1	2.44	2.24	609.66	592.53	425.92	816.72	679.57	869.46	-	32.50	4.34	-26.16	-30.97	2.30	-25.22	0.16	-0.41	0.90	-0.01	-0.41	0.91	00:00:01:02		Fixation
3243589172	SMP	1	2.44	1.92	617.99	607.15	425.25	818.20	697.06	894.52	-	32.50	4.34	-26.16	-30.96	2.30	-25.22	0.16	-0.42	0.90	-0.03	-0.43	0.90	00:00:01:03		Fixation
3243622406	SMP	1	2.04	2.82	599.99	576.61	413.95	823.65	668.97	827.24	-	32.50	4.34	-26.16	-30.96	2.28	-25.23	0.17	-0.42	0.89	-0.01	-0.38	0.93	00:00:01:03		Fixation
3243655670	SMP	1	2.32	2.26	609.50	586.02	416.44	806.60	689.64	863.86	-	32.50	4.34	-26.16	-30.96	2.28	-25.23	0.16	-0.41	0.90	-0.02	-0.40	0.91	00:00:01:04		Fixation
3243688903	SMP	1	2.66	2.68	616.06	555.36	442.72	783.09	681.76	837.11	-	32.50	4.34	-26.16	-30.96	2.27	-25.23	0.14	-0.39	0.91	-0.02	-0.39	0.92	00:00:01:05		Fixation
3243722290	SMP	1	2.30	2.72	617.26	572.75	435.87	815.12	684.28	831.75	-	32.50	4.34	-26.16	-30.96	2.27	-25.23	0.15	-0.41	0.90	-0.02	-0.38	0.92	00:00:01:06		Fixation
3243755554	SMP	1	2.74	2.82	602.48	579.37	432.83	774.02	668.12	899.04	-	32.50	4.34	-26.16	-30.96	2.28	-25.23	0.15	-0.38	0.91	0.00	-0.43	0.90	00:00:01:06		Blink
3243788818	SMP	1	2.22	3.00	605.23	602.45	431.51	813.95	667.23	897.82	-	32.50	4.34	-26.16	-30.97	2.27	-25.23	0.15	-0.41	0.90	0.00	-0.43	0.90	00:00:01:07		Blink
3243822082	SMP	1	2.38	0.00	592.91	590.11	411.51	789.89	665.94	896.98	-	32.50	4.34	-26.16	-30.97	2.27	-25.23	0.17	-0.39	0.90	0.00	-0.43	0.90	00:00:01:08		Blink
3243855285	SMP	1	2.32	2.82	605.47	556.63	426.63	807.88	670.25	808.03	-	32.50	4.34	-26.16	-30.97	2.24	-25.25	0.16	-0.41	0.90	-0.01	-0.36	0.93	00:00:01:09		Blink
3243888671	SMP	1	2.34	2.38	600.04	582.67	415.96	820.61	668.35	844.05	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.16	-0.42	0.89	0.00	-0.39	0.92	00:00:01:10		-
3243922119	SMP	1	2.94	2.02	535.96	564.65	359.84	781.09	602.22	855.98	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.21	-0.38	0.90	0.05	-0.40	0.92	00:00:01:10		Blink
3243955169	SMP	1	2.44	0.00	-414.30	519.74	195.51	857.68	-1353.25	849.66	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.33	-0.43	0.84	-0.86	0.20	-0.47	00:00:01:11		Blink
3243988403	SMP	1	0.00	0.00	-25.15	1094.60	885.64	2067.78	-1385.57	847.26	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.14	-0.88	0.45	-0.86	0.20	-0.46	00:00:01:12		Blink
3244021942	SMP	1	0.00	0.00	-1641.20	1473.86	874.72	2156.29	-5727.17	2015.52	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.13	-0.89	0.43	-0.96	0.24	-0.14	00:00:01:13		Blink
3244055053	SMP	1	0.00	3.36	953.11	1538.28	899.26	2240.86	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.14	-0.90	0.41	-0.06	-0.69	0.72	00:00:01:14		Blink
3244088287	SMP	1	0.00	0.00	-21.15	1060.98	877.42	1995.90	-1362.51	851.60	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.14	-0.87	0.47	-0.86	0.20	-0.47	00:00:01:15		Blink
3244122314	SMP	1	2.78	0.00	-24.34	1082.23	891.71	2048.88	-1391.02	846.29	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.14	-0.88	0.46	-0.87	0.20	-0.46	00:00:01:15		Blink
3244154815	SMP	1	3.42	0.00	-740.05	616.21	-586.03	955.95	-1392.16	846.32	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.70	-0.37	0.61	-0.87	0.20	-0.46	00:00:01:16		Blink
3244188171	SMP	1	3.24	4.00	227.75	1008.25	-611.41	1022.34	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.70	-0.40	0.59	-0.06	-0.69	0.72	00:00:01:17		Blink
3244221740	SMP	1	3.08	0.00	222.52	1010.80	-626.97	1026.24	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.70	-0.40	0.58	-0.06	-0.69	0.72	00:00:01:18		Blink
3244254669	SMP	1	2.92	0.00	220.62	1004.25	-628.21	1013.86	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.71	-0.40	0.59	-0.06	-0.69	0.72	00:00:01:18		Blink
3244287933	SMP	1	3.12	0.00	226.51	1012.91	-617.45	1030.73	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.70	-0.41	0.59	-0.06	-0.69	0.72	00:00:01:19		Blink
3244321166	SMP	1	3.00	0.00	219.30	1003.09	-631.04	1011.50	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.71	-0.40	0.59	-0.06	-0.69	0.72	00:00:01:20		Blink
3244354522	SMP	1	3.24	0.00	228.62	1014.68	-612.86	1034.31	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.70	-0.41	0.59	-0.06	-0.69	0.72	00:00:01:21		Blink
3244387786	SMP	1	3.46	0.00	938.67	1453.40	881.45	2072.77	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.14	-0.88	0.45	-0.06	-0.69	0.72	00:00:01:22		Blink
3244421051	SMP	1	0.00	0.00	988.18	1534.12	952.27	2260.72	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.16	-0.90	0.40	-0.06	-0.69	0.72	00:00:01:23		Blink
3244454315	SMP	1	0.00	0.00	961.11	1466.65	915.75	2114.14	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.15	-0.89	0.44	-0.06	-0.69	0.72	00:00:01:23		Blink
3244487548	SMP	1	0.00	0.00	929.74	1469.89	866.27	2095.93	751.28	1379.06	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	-0.13	-0.89	0.44	-0.06	-0.69	0.72	00:00:02:00		Blink
3244520904	SMP	1	2.20	7.56	-285.47	452.90	481.33	792.52	-1346.48	852.51	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.11	-0.40	0.91	-0.86	0.20	-0.47	00:00:02:01		Blink
3244554199	SMP	1	2.16	0.00	-288.52	413.99	502.33	733.69	-1362.51	851.60	-	32.48	4.48	-26.29	-30.99	2.26	-25.30	0.10	-0.35	0.93	-0.86	0.20	-0.47	00:00:02:02		Blink
3244587432	SMP	1	2.94	2.58	728.69	512.47	555.72	735.75	805.01	813.34	-	32.48	4.48	-26.29	-31.02	2.32	-25.40	0.05	-0.36	0.93	-0.12	-0.36	0.92	00:00:02:02		Blink
3244620758	SMP	1	0.00	2.76	728.07	509.20	555.72	735.75	803.57	806.90	-	32.48	4.48	-26.29	-31.05	2.44	-25.54	0.05	-0.36	0.93	-0.12	-0.36	0.93	00:00:02:03		Blink
3244653991	SMP	1	2.70	2.38	726.51	536.66	556.25	758.26	796.83	836.79	-	32.48	4.48	-26.29	-31.08	2.51	-25.69	0.05	-0.37	0.93	-0.11	-0.38	0.92	00:00:02:04		Blink
3244687286	SMP	1	0.00	2.46	726.79	535.80	556.23	763.06	796.20	829.16	-	32.47	4.62	-26.53	-31.12	2.58	-25.81	0.05	-0.38	0.92	-0.11	-0.38	0.92	00:00:02:05		Blink
3244720550	SMP	1	3.02	2.50	718.10	523.07	560.89	748.90	777.35	825.39	-	32.47	4.62	-26.53	-31.15	2.67	-25.91	0.05	-0.37	0.93	-0.10	-0.37	0.92	00:00:02:05		Blink
3244753936	SMP	1	2.10	2.34	650.92	574.59	439.97	807.47	747.91	832.91	-	32.43	4.76	-26.64	-31.15	2.71	-25.98	0.15	-0.41	0.90	-0.07	-0.38	0.92	00:00:02:06		Blink
3244787139	SMP	1	3.06	1.86	673.51	538.89	520.94	732.78	732.57	875.74	-	32.43	4.76	-26.64	-31.17	2.77	-26.04	0.08	-0.35	0.93	-0.06	-0.41	0.91	00:00:02:07		Fixation
3244820404	SMP	1	3.08	2.56	688.67	502.64	529.05	718.29	755.37	816.53	-	32.43	4.76	-26.64	-31.18	2.78	-26.10	0.07	-0.34	0.94	-0.08	-0.37	0.93	00:00:02:08		Fixation
3244853790	SMP	1	3.14	2.46	679.51	506.70	534.03	717.47	733.49	831.61	-	32.43	4.76	-26.64	-31.19	2.83	-26.20	0.07	-0.34	0.94	-0.06	-0.38	0.92	00:00:02:09		Fixation
3244886901	SMP	1	3.20	3.20	681.45	475.79	536.64	717.19	732.55	769.82	-	32.43	4.76	-26.64	-31.20	2.84	-26.26	0.07	-0.34	0.94	-0.06	-0.33	0.94	00:00:02:10		-
3244920196	SMP	1	3.60	0.00	-284.07	351.58	725.04	932.01	-1581.03	828.46	-	32.43	4.76	-26.64	-31.20	2.84	-26.26	0.09	0.50	-0.86	-0.88	0.18	-0.43	00:00:02:11		Blink
3244953430	SMP	1	0.00	0.00	-2936.30	596.45	742.38	1818.77	-8256.97	613.06	-	32.43	4.76	-26.64	-31.20	2.84	-26.26	-0.07	-0.85	0.53	-0.99	0.02	-0.12	00:00:02:11		Blink
3244986785	SMP	1	0.00	3.30	-96.65	-2016.02	84.23	1379.13	1329.59	1086.95	-	32.43	4.76	-26.64	-31.22	2.85	-26.29	-0.34	0.69	-0.64	-0.46	-0.49	0.74	00:00:02:12		Blink
3245020019	SMP	1	0.00	2.98	-222.11	-2102.51	84.23	1379.13	1069.94	948.88	-	32.43	4.76	-26.64	-31.22	2.81	-26.33	-0.34	0.69	-0.64	-0.31	-0.44	0.84	00:00:02:13		Blink
3245053283	SMP	1	0.00	2.80	-222.91	-2101.16	84.23	1379.13	1068.51	951.97	-	32.43	4.76	-26.64	-31.22	2.78	-26.37	-0.34	0.69	-0.64	-0.31	-0.44	0.84	00:00:02:14		Blink
3245086669	SMP	1	0.00	2.72	-243.99	-2159.33	77.08	1379.58	1068.32	955.37	-	32.43	4.76	-26.64	-31.23	2.75	-26.39	-0.35	0.69	-0.64	-0.31	-0.45	0.84	00:00:02:14		Blink
3245119812	SMP	1	0.00	2.28	-244.17	-2110.52	82.55	1379.33	1036.29	965.80	-	32.43	4.76	-26.64	-31.24	2.73	-26.40	-0.35	0.69	-0.64	-0.29	-0.46	0.84	00:00:02:15		Blink
3245153259	SMP	1	0.00	2.38	38.91	-2030.62	264.64	1179.92	973.21	1058.59	-	32.43	4.76	-26.64	-31.24	2.74	-26.42	-0.25	0.62	-0.74	-0.24	-0.52	0.82	00:00:02:16		Blink
3245186401	SMP	1	0.00	2.48	1010.36	832.69	666.07	944.52	1238.44	1184.98	-	32.11	4.12	-27.09	-31.24	2.76	-26.43	-0.04	-0.51	0.86	-0.39	-0.55	0.73	00:00:02:17		Blink
3245219665	SMP	1	0.00	2.66	94.75	-1305.44	283.32	1277.21	926.83	1117.59	-	32.11	4.12	-27.09	-31.24	2.77	-26.45	-0.23	0.67	-0.71	-0.20	-0.56	0.81	00:00:02:18		Blink
3245252990	SMP	1	0.00	2.68	46.01	-1517.97	247.40	1270.94	961.04	1113.21	-	32.11	4.12	-27.09	-31.24	2.79	-26.47	-0.26	0.66	-0.70	-0.22	-0.55	0.80	00:00:02:19		Blink
3245286285	SMP	1	0.00	2.30	14.85	-1524.61	247.40	1270.94	898.59	1111.81	-	32.11	4.12	-27.09	-31.25	2.80	-26.49	-0.26	0.66	-0.70	-0.18	-0.56	0.81	00:00:02:19		Blink
3245319641	SMP	1	0.00	2.44	88.45	-1330.20	279.02	1275.09	930.34	1128.11	-	32.11	4.12	-27.09	-31.25	2.82	-26.51	-0.24	0.67	-0.71	-0.20	-0.56	0.80	00:00:02:20		Blink
3245353790	SMP	1	3.28	2.14	828.06	821.37	610.70	1001.83	914.54	1135.06	-	30.93	5.40	-28.03	-31.25	2.83	-26.52	0.00	-0.54	0.84	-0.19	-0.57	0.80	00:00:02:21		Blink
3245386138	SMP	1	0.00	2.42	791.28	850.38	522.64	1045.82	919.76	1115.48	-	30.05	6.41	-28.84	-31.26	2.85	-26.54	0.07	-0.57	0.82	-0.19	-0.56	0.81	00:00:02:22		Blink
3245419158	SMP	1	0.00	2.54	746.88	897.44	413.16	1103.67	927.09	1114.80	-	28.69	8.00	-30.07	-31.26	2.86	-26.56	0.15	-0.60	0.79	-0.20	-0.55	0.81	00:00:02:22		Blink
3245452667	SMP	1	2.16	0.00	-508.55	684.68	70.85	1131.40	-1494.93	856.09	-	28.08	8.21	-30.36	-31.26	2.86	-26.56	0.38	-0.57	0.72	-0.87	0.19	-0.44	00:00:02:23		Blink
3245485839	SMP	1	2.60	2.46	361.38	927.71	-199.73	1070.37	690.63	1177.06	-	28.08	8.21	-30.36	-31.26	2.87	-26.58	0.54	-0.50	0.68	-0.02	-0.60	0.80	00:00:03:00		Blink
3245519042	SMP	1	3.16	2.50	335.26	925.89	-264.45	1059.90	691.46	1179.63	-	28.08	8.21	-30.36	-31.26	2.89	-26.60	0.57	-0.48	0.67	-0.02	-0.60	0.80	00:00:03:01		Blink
3245552368	SMP	1	3.26	2.14	334.65	948.80	-250.20	1052.12	682.27	1247.47	-	28.08	8.21	-30.36	-31.26	2.89	-26.60	0.56	-0.48	0.67	-0.01	-0.63	0.77	00:00:03:02		Blink
3245585540	SMP	1	3.20	2.06	331.11	944.39	-283.20	1057.57	699.21	1222.08	-	28.08	8.21	-30.36	-31.26	2.89	-26.60	0.58	-0.48	0.66	-0.03	-0.62	0.78	00:00:03:02		Blink
3245618927	SMP	1	3.02	2.20	315.28	938.11	-303.40	1060.42	682.54	1206.11	-	28.08	8.21	-30.36	-31.27	2.90	-26.62	0.59	-0.47	0.66	-0.01	-0.61	0.79	00:00:03:03		Saccade
3245652160	SMP	1	3.26	2.16	193.56	925.86	-457.90	1055.16	560.49	1203.70	-	28.08	8.21	-30.36	-31.27	2.90	-26.62	0.65	-0.45	0.62	0.08	-0.61	0.79	00:00:03:04		Saccade
3245685394	SMP	1	3.84	2.66	199.70	890.01	-439.03	1038.54	560.61	1142.15	-	28.08	8.21	-30.36	-31.27	2.92	-26.63	0.64	-0.44	0.63	0.08	-0.58	0.81	00:00:03:05		Saccade
3245718688	SMP	1	3.96	2.14	212.29	917.19	-447.51	1049.30	590.18	1183.54	-	28.35	7.99	-30.19	-31.27	2.92	-26.63	0.64	-0.44	0.62	0.05	-0.60	0.80	00:00:03:06		Saccade
3245751892	SMP	1	3.70	0.00	-770.08	647.29	-452.09	1037.03	-1593.59	845.02	-	28.35	7.99	-30.19	-31.27	2.92	-26.63	0.65	-0.44	0.63	-0.88	0.18	-0.43	00:00:03:06		Saccade
3245785308	SMP	1	3.52	0.00	-766.25	631.66	-398.10	1018.08	-1625.73	840.74	-	28.35	7.99	-30.19	-31.27	2.92	-26.63	0.63	-0.44	0.64	-0.89	0.18	-0.42	00:00:03:07		Saccade
3245818542	SMP	1	3.34	0.00	-720.25	660.36	-434.88	1044.80	-1500.68	856.88	-	28.35	7.99	-30.19	-31.27	2.92	-26.63	0.64	-0.44	0.63	-0.88	0.19	-0.44	00:00:03:08		Saccade
3245851776	SMP	1	3.62	2.12	333.23	1003.09	-137.28	1210.75	564.29	1207.58	-	28.35	7.99	-30.19	-31.27	2.92	-26.63	0.49	-0.58	0.65	0.07	-0.61	0.79	00:00:03:09		Saccade
3245885040	SMP	1	5.00	2.50	151.93	959.90	-539.36	1119.02	525.23	1206.70	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.67	-0.46	0.59	0.10	-0.61	0.78	00:00:03:10		Saccade
3245918273	SMP	1	0.00	0.00	-782.04	696.21	-539.36	1119.02	-1567.61	846.90	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.67	-0.46	0.59	-0.88	0.18	-0.43	00:00:03:10		Saccade
3245951660	SMP	1	0.00	4.00	-782.04	696.21	-539.36	1119.02	-1567.61	846.90	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.67	-0.46	0.59	-0.88	0.18	-0.43	00:00:03:11		Saccade
3245984893	SMP	1	0.00	0.00	-809.94	690.57	-539.36	1119.02	-1628.86	840.34	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.67	-0.46	0.59	-0.89	0.18	-0.42	00:00:03:12		-
3246018127	SMP	1	0.00	0.00	-809.94	690.57	-539.36	1119.02	-1628.86	840.34	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.67	-0.46	0.59	-0.89	0.18	-0.42	00:00:03:13		Saccade
3246051422	SMP	1	4.86	1.92	392.83	1095.75	-122.51	1369.54	646.85	1186.28	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.46	-0.65	0.61	0.01	-0.60	0.80	00:00:03:14		Saccade
3246084777	SMP	1	4.92	2.26	427.74	1084.04	3.80	1365.25	617.73	1185.63	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.39	-0.67	0.63	0.03	-0.60	0.80	00:00:03:15		Saccade
3246118011	SMP	1	4.58	0.00	-550.63	715.21	-91.34	1160.81	-1445.59	860.69	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.47	-0.56	0.68	-0.87	0.20	-0.45	00:00:03:15		Saccade
3246151245	SMP	1	5.48	2.50	361.51	967.36	-83.50	1162.49	584.45	1188.89	-	28.35	7.99	-30.19	-31.27	2.94	-26.65	0.47	-0.56	0.68	0.06	-0.60	0.79	00:00:03:16		Saccade
