## [BeGaze]
## Converted from:	E:\Aware HOme\aware home recording unit 11-17\AwareHomeGazeStudy-RecordingUnit\p19b-[f36593db-d331-440c-9998-3f3df3ab1012]\p19b-4-unified.smi
## Date:	04.11.2015 10:37:04
## Version:	BeGaze 3.4.46
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	p19b-4-recording.avi
## Number of Samples:	24042
## Reversed:	none
## [Run]
## Subject:	p19b-4-unified
## Description:	Run011
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, POR, AOI, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time	Type	Trial	L Pupil Diameter [mm]	R Pupil Diameter [mm]	B POR X [px]	B POR Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	B AOI Hit	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1	B Event Info
6539960693	SMP	1	3.64	3.62	447.59	567.94	515.54	593.91	473.89	542.20	-	34.38	3.64	-36.54	-32.59	5.06	-32.52	0.08	-0.24	0.97	0.16	-0.15	0.98	00:00:00:07		Saccade
6539993957	SMP	1	3.76	3.58	267.60	853.04	526.26	586.97	479.10	541.26	-	34.42	3.64	-36.62	-32.61	5.09	-32.56	0.08	-0.23	0.97	0.16	-0.14	0.98	00:00:00:08		Saccade
6540027313	SMP	1	3.80	3.56	392.26	686.43	535.61	583.75	482.83	540.86	-	34.46	3.64	-36.67	-32.62	5.12	-32.60	0.07	-0.23	0.97	0.15	-0.14	0.98	00:00:00:09		Fixation
6540060577	SMP	1	3.80	3.52	403.19	676.41	540.33	576.27	491.08	540.09	-	34.47	3.64	-36.70	-32.62	5.12	-32.62	0.06	-0.23	0.97	0.15	-0.14	0.98	00:00:00:10		Fixation
6540093841	SMP	1	3.78	3.58	424.87	639.14	545.26	571.95	491.65	534.56	-	34.47	3.64	-36.73	-32.62	5.14	-32.64	0.06	-0.22	0.97	0.15	-0.14	0.98	00:00:00:11		Saccade
6540127105	SMP	1	3.70	3.40	461.56	623.37	568.04	561.82	522.37	539.30	-	34.47	3.64	-36.74	-32.62	5.14	-32.64	0.04	-0.21	0.98	0.12	-0.14	0.98	00:00:00:12		Saccade
6540160339	SMP	1	3.60	3.26	702.32	758.05	779.84	591.92	740.35	574.58	-	34.47	3.64	-36.74	-32.62	5.14	-32.64	-0.14	-0.24	0.96	-0.07	-0.17	0.98	00:00:00:13		Saccade
6540193603	SMP	1	3.76	3.34	881.70	662.33	991.95	622.59	924.62	606.04	-	34.47	3.64	-36.74	-32.61	5.14	-32.66	-0.30	-0.25	0.92	-0.22	-0.20	0.96	00:00:00:14		Saccade
6540226959	SMP	1	3.84	3.10	1035.49	662.08	1171.04	629.04	1097.57	628.57	-	34.47	3.64	-36.74	-32.61	5.14	-32.66	-0.42	-0.24	0.87	-0.35	-0.21	0.91	00:00:00:14		Fixation
6540260314	SMP	1	4.00	3.44	1089.55	666.08	1224.86	628.01	1160.55	634.71	-	34.47	3.64	-36.74	-32.61	5.14	-32.66	-0.46	-0.24	0.86	-0.39	-0.21	0.90	00:00:00:15		Fixation
6540293487	SMP	1	4.06	3.54	1047.23	631.66	1189.64	625.56	1152.27	627.01	-	34.47	3.64	-36.74	-32.60	5.13	-32.66	-0.44	-0.24	0.87	-0.39	-0.20	0.90	00:00:00:16		Fixation
6540326751	SMP	1	4.04	3.54	1020.44	625.34	1150.27	622.38	1127.76	618.04	-	34.45	3.60	-36.71	-32.60	5.12	-32.67	-0.41	-0.24	0.88	-0.37	-0.20	0.91	00:00:00:17		Fixation
6540360107	SMP	1	4.16	3.62	995.00	613.88	1114.87	613.51	1101.98	604.75	-	34.45	3.56	-36.69	-32.59	5.09	-32.66	-0.39	-0.23	0.89	-0.35	-0.19	0.92	00:00:00:18		Fixation
6540393341	SMP	1	4.00	3.58	962.87	609.89	1072.41	615.31	1069.60	595.49	-	34.45	3.56	-36.69	-32.59	5.10	-32.68	-0.36	-0.24	0.90	-0.33	-0.18	0.93	00:00:00:18		Fixation
6540426605	SMP	1	4.14	3.62	935.83	601.41	1039.46	610.56	1039.12	584.05	-	34.45	3.56	-36.69	-32.59	5.05	-32.66	-0.34	-0.24	0.91	-0.31	-0.17	0.94	00:00:00:19		Fixation
6540459838	SMP	1	4.12	3.64	908.01	595.49	1006.17	606.47	1007.93	576.93	-	34.45	3.56	-36.69	-32.59	5.04	-32.67	-0.31	-0.24	0.92	-0.28	-0.17	0.94	00:00:00:20		Fixation
6540493103	SMP	1	4.06	3.68	881.28	586.60	975.80	597.48	976.15	569.05	-	34.45	3.46	-36.63	-32.59	5.00	-32.65	-0.29	-0.23	0.93	-0.26	-0.16	0.95	00:00:00:21		Fixation
6540526458	SMP	1	4.06	3.58	923.60	559.21	1021.11	572.82	1022.20	540.33	-	34.45	3.46	-36.63	-32.58	4.98	-32.65	-0.33	-0.21	0.92	-0.29	-0.14	0.95	00:00:00:22		Saccade
6540559722	SMP	1	4.02	3.50	1093.58	540.70	1235.22	538.96	1197.14	534.54	-	34.45	3.46	-36.63	-32.57	4.96	-32.65	-0.47	-0.17	0.87	-0.42	-0.13	0.90	00:00:00:22		Saccade
6540592956	SMP	1	4.02	3.64	1093.97	526.56	1237.39	531.27	1193.29	514.50	-	34.45	3.46	-36.63	-32.57	4.96	-32.65	-0.47	-0.16	0.87	-0.41	-0.11	0.90	00:00:00:23		Fixation
6540626190	SMP	1	4.04	3.64	1052.56	517.69	1184.69	526.11	1147.79	503.38	-	34.45	3.44	-36.60	-32.57	4.96	-32.66	-0.44	-0.16	0.89	-0.38	-0.11	0.92	00:00:01:00		Fixation
6540659484	SMP	1	4.06	3.66	1006.89	508.53	1123.60	519.89	1101.41	493.01	-	34.45	3.44	-36.60	-32.57	4.93	-32.65	-0.40	-0.16	0.90	-0.35	-0.10	0.93	00:00:01:01		Fixation
6540692840	SMP	1	4.04	3.60	963.30	505.19	1067.03	524.03	1057.34	483.68	-	34.45	3.44	-36.60	-32.56	4.90	-32.64	-0.36	-0.17	0.92	-0.32	-0.09	0.94	00:00:01:01		Fixation
6540726074	SMP	1	4.02	3.62	918.57	499.53	1014.51	519.25	1007.13	478.62	-	34.45	3.44	-36.60	-32.56	4.90	-32.64	-0.32	-0.17	0.93	-0.28	-0.09	0.95	00:00:01:02		Fixation
6540759338	SMP	1	4.00	3.66	874.37	492.72	962.06	516.74	958.54	469.19	-	34.47	3.40	-36.59	-32.56	4.88	-32.63	-0.28	-0.17	0.94	-0.25	-0.08	0.97	00:00:01:03		Fixation
6540792633	SMP	1	3.96	3.74	841.81	485.70	921.80	508.93	924.39	464.37	-	34.48	3.38	-36.60	-32.56	4.88	-32.64	-0.25	-0.16	0.95	-0.22	-0.08	0.97	00:00:01:03		Blink
6540825836	SMP	1	3.86	3.46	985.35	449.96	1080.87	456.74	1083.27	443.15	-	34.48	3.36	-36.60	-32.56	4.88	-32.65	-0.37	-0.11	0.92	-0.34	-0.06	0.94	00:00:01:04		Blink
6540859222	SMP	1	4.04	3.46	1155.25	429.57	1290.56	418.28	1262.69	434.42	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.50	-0.08	0.87	-0.46	-0.05	0.89	00:00:01:05		Blink
6540892486	SMP	1	4.46	3.32	1259.36	402.77	1420.55	374.44	1373.21	419.53	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.56	-0.04	0.83	-0.52	-0.04	0.85	00:00:01:06		Blink
6540925720	SMP	1	4.10	0.00	1272.69	410.44	1453.76	369.48	0.00	0.00	-	34.48	3.36	-36.60	0.00	0.00	0.00	-0.58	-0.04	0.82	0.00	0.00	0.00	00:00:01:07		Blink
6540958984	SMP	1	4.44	3.62	1304.01	458.36	1485.96	427.60	1423.42	472.94	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.59	-0.08	0.80	-0.55	-0.07	0.83	00:00:01:08		Blink
6540992370	SMP	1	4.26	3.60	1346.25	551.59	1557.99	513.50	1465.19	566.48	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.62	-0.13	0.77	-0.57	-0.14	0.81	00:00:01:09		Blink
6541025604	SMP	1	4.20	3.60	1375.91	663.84	1609.91	616.07	1483.67	671.77	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.64	-0.19	0.74	-0.57	-0.21	0.79	00:00:01:10		Blink
6541058868	SMP	1	4.50	3.56	1305.72	665.57	1515.98	647.64	1451.87	672.85	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.60	-0.22	0.77	-0.56	-0.21	0.80	00:00:01:10		Blink
6541092102	SMP	1	4.32	3.60	1244.58	649.46	1418.07	638.15	1395.35	650.05	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.56	-0.23	0.80	-0.53	-0.20	0.82	00:00:01:11		Blink
6541125335	SMP	1	0.00	3.58	1258.51	631.39	0.00	0.00	1339.63	633.44	-	0.00	0.00	0.00	-32.54	4.86	-32.65	0.00	0.00	0.00	-0.50	-0.19	0.84	00:00:01:12		Blink
6541158721	SMP	1	4.18	3.66	1140.07	623.47	1266.83	629.11	1289.57	607.92	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.48	-0.23	0.85	-0.47	-0.18	0.86	00:00:01:13		Blink
6541192016	SMP	1	4.14	3.64	1094.71	615.01	1206.06	623.75	1241.51	596.88	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.45	-0.23	0.86	-0.44	-0.17	0.88	00:00:01:14		Blink
6541225219	SMP	1	4.04	3.70	1058.89	606.81	1160.00	620.72	1202.19	584.08	-	34.48	3.36	-36.60	-32.54	4.86	-32.65	-0.42	-0.24	0.88	-0.42	-0.17	0.89	00:00:01:14		Blink
6541258453	SMP	1	4.02	3.74	1018.97	596.48	1110.96	616.38	1156.69	568.58	-	34.48	3.36	-36.60	-32.55	4.86	-32.65	-0.39	-0.24	0.89	-0.39	-0.16	0.91	00:00:01:15		Blink
6541291717	SMP	1	4.02	3.76	978.46	589.60	1058.44	613.70	1114.52	558.27	-	34.48	3.36	-36.60	-32.55	4.86	-32.65	-0.35	-0.24	0.91	-0.36	-0.15	0.92	00:00:01:16		Saccade
6541325073	SMP	1	4.08	3.76	938.01	579.82	1013.57	602.99	1065.27	550.42	-	34.48	3.33	-36.58	-32.55	4.86	-32.65	-0.32	-0.23	0.92	-0.33	-0.15	0.93	00:00:01:17		Saccade
6541358367	SMP	1	4.04	3.72	898.33	574.25	965.02	600.90	1022.66	542.23	-	34.48	3.33	-36.58	-32.55	4.86	-32.65	-0.28	-0.23	0.93	-0.30	-0.14	0.94	00:00:01:18		Fixation
6541391601	SMP	1	4.06	3.78	911.90	589.29	987.33	607.45	1033.82	564.53	-	34.48	3.31	-36.57	-32.54	4.84	-32.63	-0.30	-0.24	0.92	-0.30	-0.16	0.94	00:00:01:18		Fixation
6541424835	SMP	1	4.02	3.74	1033.50	697.11	1161.09	697.83	1159.94	683.64	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.42	-0.29	0.86	-0.39	-0.25	0.89	00:00:01:19		Fixation
6541458099	SMP	1	4.24	3.72	1143.86	819.49	1336.18	820.33	1271.52	805.80	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.51	-0.35	0.78	-0.45	-0.32	0.83	00:00:01:20		Saccade
6541491546	SMP	1	4.72	3.66	1289.77	1031.78	1457.80	938.09	1343.74	906.17	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.56	-0.41	0.72	-0.48	-0.38	0.79	00:00:01:21		Saccade
6541524719	SMP	1	4.70	3.64	1301.01	1075.31	1482.00	982.52	1359.12	946.47	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.56	-0.43	0.71	-0.49	-0.40	0.77	00:00:01:21		Saccade
6541557952	SMP	1	4.58	3.78	1205.44	958.58	1437.85	974.18	1348.34	934.27	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.54	-0.43	0.72	-0.48	-0.40	0.78	00:00:01:22		Saccade
6541591247	SMP	1	4.28	3.80	1171.10	937.24	1365.35	933.59	1330.32	928.80	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.51	-0.42	0.75	-0.47	-0.40	0.79	00:00:01:23		Saccade
6541624572	SMP	1	4.42	3.82	1157.14	940.98	1343.53	940.67	1318.46	927.90	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.43	0.75	-0.47	-0.40	0.79	00:00:01:23		Fixation
6541657836	SMP	1	4.30	3.84	1152.46	942.80	1337.76	943.09	1313.16	928.70	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.43	0.75	-0.46	-0.40	0.79	00:00:02:00		Fixation
6541691131	SMP	1	4.48	3.84	1154.04	946.60	1342.93	954.52	1312.71	924.95	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.75	-0.46	-0.40	0.79	00:00:02:01		Fixation
6541724334	SMP	1	4.64	3.86	1148.99	951.61	1337.98	960.85	1306.35	928.12	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.75	-0.46	-0.40	0.79	00:00:02:02		Fixation
6541757598	SMP	1	4.58	3.88	1151.07	954.14	1341.57	965.45	1308.35	928.72	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.75	-0.46	-0.40	0.79	00:00:02:03		Fixation
6541791015	SMP	1	4.56	3.86	1151.51	951.22	1342.98	958.66	1307.57	929.76	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.75	-0.46	-0.40	0.79	00:00:02:04		Saccade
6541824218	SMP	1	4.58	3.80	1158.34	953.53	1350.85	957.81	1316.72	935.84	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.75	-0.47	-0.40	0.79	00:00:02:05		Saccade
6541857452	SMP	1	4.52	3.82	1159.68	952.26	1354.37	958.79	1316.38	932.47	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.74	-0.47	-0.40	0.79	00:00:02:05		Fixation
6541890716	SMP	1	4.44	3.90	1157.43	951.69	1354.53	958.00	1310.81	931.96	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.51	-0.44	0.74	-0.46	-0.40	0.79	00:00:02:06		Fixation
6541923950	SMP	1	4.50	3.82	1159.50	951.34	1353.04	955.51	1317.01	933.92	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.75	-0.47	-0.40	0.79	00:00:02:07		Fixation
6541957366	SMP	1	4.58	3.86	1159.38	955.40	1353.07	960.13	1317.47	937.35	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.44	0.74	-0.47	-0.40	0.79	00:00:02:08		Fixation
6541990631	SMP	1	4.60	3.82	1159.25	951.62	1354.01	955.32	1315.59	934.64	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.51	-0.43	0.75	-0.47	-0.40	0.79	00:00:02:09		Fixation
6542023834	SMP	1	4.42	3.76	1159.83	949.66	1350.53	941.43	1319.90	944.68	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.50	-0.43	0.75	-0.47	-0.41	0.78	00:00:02:09		Fixation
6542057128	SMP	1	4.38	3.94	1162.76	943.38	1355.94	939.41	1320.58	934.48	-	34.48	3.31	-36.57	-32.53	4.82	-32.62	-0.51	-0.43	0.75	-0.47	-0.40	0.79	00:00:02:10		Blink
6542090393	SMP	1	4.60	4.00	1140.88	923.64	1330.00	920.61	1289.70	912.19	-	34.47	3.32	-36.56	-32.53	4.82	-32.62	-0.50	-0.42	0.76	-0.45	-0.39	0.80	00:00:02:11		Blink
6542123748	SMP	1	4.26	4.02	996.51	785.10	1105.95	778.64	1143.66	773.98	-	34.47	3.32	-36.56	-32.53	4.82	-32.62	-0.38	-0.36	0.86	-0.37	-0.31	0.87	00:00:02:12		Blink
6542156982	SMP	1	4.44	3.78	859.08	644.84	923.49	644.75	986.92	634.69	-	34.47	3.32	-36.56	-32.53	4.82	-32.62	-0.25	-0.27	0.93	-0.27	-0.22	0.94	00:00:02:13		Blink
6542190246	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:02:13		Blink
6542223571	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:02:14		Blink
6542256958	SMP	1	0.00	3.10	680.55	67.01	0.00	0.00	674.55	109.65	-	0.00	0.00	0.00	-32.53	4.82	-32.62	0.00	0.00	0.00	-0.01	0.21	0.98	00:00:02:15		Blink
6542290283	SMP	1	5.10	3.10	447.16	961.94	422.79	1372.47	612.01	445.19	-	34.47	3.32	-36.56	-32.53	4.82	-32.62	0.13	-0.72	0.68	0.04	-0.06	1.00	00:00:02:16		Blink
6542323577	SMP	1	4.02	3.56	438.01	440.23	416.03	472.61	538.32	426.66	-	34.47	3.32	-36.56	-32.53	4.82	-32.62	0.17	-0.14	0.98	0.11	-0.05	0.99	00:00:02:16		Blink
6542356658	SMP	1	4.06	4.40	409.94	420.78	404.38	468.16	486.31	394.25	-	34.47	3.32	-36.56	-32.53	4.83	-32.63	0.18	-0.13	0.97	0.15	-0.02	0.99	00:00:02:17		Blink
6542390167	SMP	1	4.24	4.32	425.20	416.35	423.39	459.05	499.36	394.61	-	34.46	3.34	-36.59	-32.53	4.84	-32.63	0.16	-0.13	0.98	0.14	-0.02	0.99	00:00:02:18		Blink
6542423217	SMP	1	4.24	4.32	442.82	417.53	447.36	454.05	513.25	401.28	-	34.46	3.34	-36.59	-32.53	4.85	-32.64	0.14	-0.12	0.98	0.13	-0.03	0.99	00:00:02:19		Fixation
6542456451	SMP	1	4.20	4.34	457.15	421.13	459.90	461.05	532.40	400.70	-	34.46	3.35	-36.61	-32.54	4.87	-32.65	0.13	-0.13	0.98	0.11	-0.03	0.99	00:00:02:19		Fixation
6542489959	SMP	1	4.14	4.34	475.83	422.00	484.45	459.98	548.19	402.75	-	34.45	3.37	-36.64	-32.54	4.87	-32.65	0.11	-0.13	0.99	0.10	-0.03	0.99	00:00:02:20		Fixation
6542523010	SMP	1	4.20	4.36	497.36	418.49	510.86	454.75	567.75	400.70	-	34.45	3.40	-36.68	-32.54	4.87	-32.65	0.09	-0.12	0.99	0.08	-0.03	1.00	00:00:02:21		Fixation
6542556213	SMP	1	4.30	4.22	524.05	421.35	539.39	454.23	597.46	405.92	-	34.45	3.43	-36.72	-32.54	4.89	-32.66	0.06	-0.12	0.99	0.06	-0.03	1.00	00:00:02:22		Fixation
6542589630	SMP	1	4.30	4.22	555.15	422.42	577.33	451.91	627.08	409.26	-	34.45	3.47	-36.77	-32.54	4.91	-32.68	0.03	-0.12	0.99	0.03	-0.03	1.00	00:00:02:23		Fixation
6542622863	SMP	1	4.16	4.22	591.67	418.54	617.62	446.35	665.70	406.39	-	34.46	3.51	-36.82	-32.55	4.92	-32.69	0.00	-0.12	0.99	0.00	-0.03	1.00	00:00:03:00		Fixation
6542656127	SMP	1	3.84	4.22	626.69	400.51	652.28	414.94	704.50	402.74	-	34.45	3.55	-36.87	-32.55	4.94	-32.70	-0.03	-0.09	1.00	-0.04	-0.03	1.00	00:00:03:01		Saccade
6542689392	SMP	1	4.30	4.10	673.11	416.30	711.94	437.90	749.01	407.98	-	34.45	3.58	-36.91	-32.55	4.95	-32.71	-0.08	-0.11	0.99	-0.07	-0.03	1.00	00:00:03:02		Saccade
6542722595	SMP	1	4.28	4.08	718.13	414.63	767.38	429.73	792.27	411.33	-	34.44	3.60	-36.93	-32.55	4.97	-32.72	-0.13	-0.10	0.99	-0.11	-0.04	0.99	00:00:03:02		Saccade
6542755950	SMP	1	4.42	4.18	770.47	417.04	832.35	432.38	843.48	411.38	-	34.45	3.62	-36.96	-32.55	4.97	-32.72	-0.18	-0.10	0.98	-0.15	-0.04	0.99	00:00:03:03		Blink
6542789276	SMP	1	4.40	4.14	801.79	425.40	871.51	442.00	875.31	416.62	-	34.45	3.62	-36.96	-32.55	4.98	-32.73	-0.21	-0.11	0.97	-0.18	-0.04	0.98	00:00:03:04		Blink
6542822509	SMP	1	3.82	3.80	652.31	418.02	668.42	450.45	747.48	399.84	-	34.45	3.62	-36.96	-32.55	4.98	-32.73	-0.05	-0.12	0.99	-0.07	-0.03	1.00	00:00:03:05		Blink
6542855743	SMP	1	2.98	3.46	535.86	420.38	547.38	474.65	615.63	383.03	-	34.45	3.62	-36.96	-32.55	4.98	-32.73	0.06	-0.14	0.99	0.04	-0.01	1.00	00:00:03:06		Blink
6542889007	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:06		Blink
6542922332	SMP	1	0.00	3.16	67.24	-975.23	0.00	0.00	-13.24	-829.88	-	0.00	0.00	0.00	-32.55	4.98	-32.73	0.00	0.00	0.00	0.36	0.63	0.69	00:00:03:07		Blink
6542955566	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:08		Blink
6542988800	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:09		Blink
6543022094	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:09		Blink
6543055297	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:10		Blink
6543088684	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:11		Blink
6543121948	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:12		Blink
6543155212	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:13		Blink
6543188446	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:13		Blink
6543221832	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:14		Blink
6543255065	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:15		Blink
6543288330	SMP	1	0.00	0.00	NaN	NaN	0.00	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	00:00:03:15		Blink
