## [BeGaze]
## Converted from:	E:\Aware HOme\aware home recording unit 11-17\AwareHomeGazeStudy-RecordingUnit\p10r2-[5a4d6e31-b950-41db-b419-d90afb4d4ac7]\p10r2-2-unified.smi
## Date:	04.11.2015 10:37:04
## Version:	BeGaze 3.4.46
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	p10r2-2-recording.avi
## Number of Samples:	14520
## Reversed:	none
## [Run]
## Subject:	p10r2-2-unified
## Description:	Run003
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, POR, AOI, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time	Type	Trial	L Pupil Diameter [mm]	R Pupil Diameter [mm]	B POR X [px]	B POR Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	B AOI Hit	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1	B Event Info
2717925201	SMP	1	4.52	4.30	389.69	290.54	502.82	215.19	326.26	255.09	-	33.63	1.26	-25.84	-30.70	0.79	-25.06	0.09	0.08	0.99	0.27	0.10	0.96	00:00:00:08		Fixation
2717958435	SMP	1	4.46	4.22	388.56	282.65	503.49	209.02	324.12	247.31	-	33.64	1.25	-25.84	-30.70	0.79	-25.06	0.09	0.08	0.99	0.28	0.10	0.96	00:00:00:09		Fixation
2717991760	SMP	1	4.64	4.28	391.30	285.94	507.26	222.05	340.18	226.03	-	33.66	1.23	-25.85	-30.61	0.54	-25.05	0.09	0.07	0.99	0.26	0.12	0.96	00:00:00:10		Saccade
2718024932	SMP	1	4.60	4.28	387.32	271.60	508.46	213.41	343.47	201.48	-	33.67	1.22	-25.85	-30.55	0.37	-25.05	0.09	0.08	0.99	0.26	0.14	0.96	00:00:00:11		Saccade
2718058319	SMP	1	4.54	4.24	383.03	267.18	505.49	210.07	335.35	200.47	-	33.68	1.20	-25.85	-30.55	0.37	-25.05	0.09	0.08	0.99	0.26	0.14	0.95	00:00:00:12		Fixation
2718091613	SMP	1	4.68	4.20	378.71	269.00	509.66	213.19	329.46	194.14	-	33.69	1.20	-25.85	-30.55	0.37	-25.05	0.09	0.08	0.99	0.27	0.14	0.95	00:00:00:12		Fixation
2718124816	SMP	1	4.64	4.26	390.61	264.65	511.68	206.66	338.58	202.57	-	33.70	1.18	-25.86	-30.55	0.37	-25.05	0.09	0.09	0.99	0.26	0.14	0.95	00:00:00:13		Saccade
2718158050	SMP	1	4.64	4.20	380.86	254.60	512.84	202.11	329.03	182.85	-	33.71	1.17	-25.86	-30.55	0.37	-25.05	0.09	0.09	0.99	0.27	0.15	0.95	00:00:00:14		Saccade
2718191375	SMP	1	4.62	4.36	392.32	251.59	509.61	194.47	337.26	199.42	-	33.72	1.16	-25.86	-30.55	0.37	-25.05	0.09	0.10	0.99	0.26	0.14	0.95	00:00:00:15		Fixation
2718224670	SMP	1	4.60	4.36	397.23	251.04	512.67	190.93	337.86	206.13	-	33.72	1.16	-25.86	-30.55	0.37	-25.05	0.09	0.10	0.99	0.26	0.14	0.96	00:00:00:15		Fixation
2718257934	SMP	1	4.58	4.26	390.86	254.35	509.77	195.73	333.06	203.46	-	33.73	1.16	-25.87	-30.55	0.37	-25.05	0.09	0.09	0.99	0.27	0.14	0.95	00:00:00:16		Saccade
2718291320	SMP	1	4.48	4.36	398.28	242.17	507.44	181.27	339.17	207.08	-	33.74	1.15	-25.87	-30.55	0.37	-25.05	0.09	0.11	0.99	0.26	0.14	0.96	00:00:00:17		Saccade
2718324523	SMP	1	4.52	4.28	393.87	244.82	509.28	184.14	332.23	205.31	-	33.74	1.14	-25.87	-30.55	0.37	-25.05	0.09	0.10	0.99	0.27	0.14	0.95	00:00:00:18		Fixation
2718357818	SMP	1	4.66	4.34	394.26	251.29	511.62	190.90	333.60	206.31	-	33.74	1.14	-25.87	-30.55	0.37	-25.05	0.09	0.10	0.99	0.27	0.14	0.95	00:00:00:19		Fixation
2718391174	SMP	1	4.60	4.22	367.62	282.57	498.90	219.98	308.01	219.25	-	33.75	1.14	-25.88	-30.55	0.37	-25.05	0.10	0.07	0.99	0.29	0.12	0.95	00:00:00:20		Saccade
2718424438	SMP	1	4.60	4.16	337.50	502.08	482.94	389.69	292.40	375.90	-	33.73	1.21	-25.93	-30.47	0.47	-25.18	0.11	-0.07	0.99	0.30	0.00	0.95	00:00:00:21		Saccade
2718457580	SMP	1	4.58	4.12	352.92	715.50	495.93	544.26	308.99	549.64	-	33.72	1.33	-25.99	-30.34	0.76	-25.39	0.10	-0.20	0.97	0.29	-0.14	0.95	00:00:00:21		Fixation
2718490844	SMP	1	4.68	4.28	358.32	770.26	481.03	588.71	324.16	611.64	-	33.71	1.38	-26.00	-30.24	1.01	-25.51	0.12	-0.24	0.96	0.28	-0.20	0.94	00:00:00:22		Fixation
2718524322	SMP	1	4.70	4.40	346.81	757.83	468.75	580.46	317.33	599.55	-	33.69	1.42	-26.02	-30.24	1.10	-25.56	0.13	-0.23	0.97	0.29	-0.19	0.94	00:00:00:23		Fixation
2718557434	SMP	1	4.68	4.44	336.26	781.62	462.27	596.54	310.92	610.41	-	33.68	1.47	-26.04	-30.21	1.19	-25.60	0.13	-0.24	0.96	0.29	-0.19	0.94	00:00:01:00		Saccade
2718590698	SMP	1	4.76	4.28	343.59	924.75	482.09	693.55	309.03	715.19	-	33.68	1.50	-26.04	-30.16	1.29	-25.65	0.11	-0.32	0.94	0.29	-0.28	0.92	00:00:01:00		Saccade
2718623931	SMP	1	4.68	4.44	351.02	923.51	470.99	699.99	318.08	741.48	-	33.68	1.50	-26.04	-30.12	1.38	-25.68	0.12	-0.33	0.94	0.28	-0.30	0.91	00:00:01:01		Fixation
2718657196	SMP	1	4.70	4.32	349.91	916.05	466.01	696.04	320.49	736.86	-	33.68	1.50	-26.04	-30.09	1.48	-25.71	0.13	-0.32	0.94	0.28	-0.30	0.91	00:00:01:02		Fixation
2718690582	SMP	1	4.60	4.28	328.58	925.68	447.43	703.18	304.05	738.04	-	33.68	1.50	-26.04	-30.09	1.48	-25.71	0.14	-0.33	0.93	0.29	-0.30	0.91	00:00:01:03		Saccade
2718723815	SMP	1	4.40	4.34	231.87	952.75	365.28	728.16	203.18	766.34	-	33.66	1.54	-26.06	-30.09	1.48	-25.71	0.21	-0.34	0.92	0.36	-0.31	0.88	00:00:01:04		Saccade
2718757049	SMP	1	4.54	4.18	215.36	975.16	354.45	742.18	196.66	766.77	-	33.65	1.59	-26.08	-30.09	1.48	-25.71	0.22	-0.35	0.91	0.37	-0.31	0.88	00:00:01:04		Fixation
2718790374	SMP	1	4.58	4.20	206.77	976.95	349.92	742.44	189.91	762.78	-	33.63	1.65	-26.10	-30.09	1.48	-25.71	0.22	-0.35	0.91	0.37	-0.30	0.88	00:00:01:05		Fixation
2718823577	SMP	1	4.66	4.38	213.78	983.74	346.49	749.03	203.17	772.77	-	33.62	1.69	-26.11	-30.09	1.48	-25.71	0.22	-0.36	0.91	0.36	-0.31	0.88	00:00:01:06		Fixation
2718856933	SMP	1	4.64	4.54	217.70	976.31	342.01	747.45	205.47	778.78	-	33.61	1.73	-26.13	-30.09	1.48	-25.71	0.23	-0.36	0.91	0.36	-0.32	0.88	00:00:01:07		Fixation
2718890197	SMP	1	4.62	4.52	215.13	976.32	334.41	748.21	207.98	780.50	-	33.60	1.77	-26.14	-30.09	1.48	-25.71	0.23	-0.36	0.90	0.36	-0.32	0.88	00:00:01:08		Fixation
2718923461	SMP	1	4.70	4.60	214.92	986.23	339.10	753.50	206.67	782.90	-	33.59	1.80	-26.16	-30.09	1.48	-25.71	0.23	-0.36	0.90	0.36	-0.32	0.88	00:00:01:08		Saccade
2718956665	SMP	1	4.64	4.54	163.02	1006.57	293.51	772.40	151.07	803.64	-	33.58	1.81	-26.15	-30.09	1.48	-25.71	0.26	-0.37	0.89	0.39	-0.33	0.86	00:00:01:09		Saccade
2718989929	SMP	1	4.78	4.58	139.73	1023.78	278.10	783.78	127.30	811.93	-	33.56	1.82	-26.15	-30.09	1.48	-25.71	0.27	-0.38	0.88	0.41	-0.33	0.85	00:00:01:10		Fixation
2719023376	SMP	1	4.82	4.72	145.02	1012.51	273.06	780.18	129.42	817.67	-	33.54	1.82	-26.14	-30.09	1.48	-25.71	0.28	-0.38	0.88	0.41	-0.34	0.85	00:00:01:11		Fixation
2719056549	SMP	1	4.74	4.74	142.79	1014.88	270.76	781.48	130.70	816.15	-	33.52	1.83	-26.13	-30.09	1.48	-25.71	0.28	-0.38	0.88	0.41	-0.34	0.85	00:00:01:11		Saccade
2719089813	SMP	1	4.76	4.54	117.29	1038.56	265.31	786.36	126.87	796.99	-	33.51	1.84	-26.13	-30.09	1.48	-25.71	0.28	-0.38	0.88	0.41	-0.32	0.85	00:00:01:12		Saccade
2719123077	SMP	1	4.82	4.72	131.60	1017.59	268.13	778.93	128.63	801.69	-	33.49	1.85	-26.12	-30.09	1.48	-25.71	0.28	-0.38	0.88	0.41	-0.33	0.85	00:00:01:13		Fixation
2719156494	SMP	1	4.84	4.76	134.87	1013.80	264.68	778.70	131.31	806.41	-	33.48	1.85	-26.12	-30.09	1.48	-25.71	0.28	-0.38	0.88	0.41	-0.33	0.85	00:00:01:14		Fixation
2719189697	SMP	1	4.80	4.86	110.33	1027.44	241.71	792.26	98.60	826.16	-	33.47	1.85	-26.11	-30.09	1.48	-25.71	0.30	-0.38	0.87	0.43	-0.34	0.84	00:00:01:15		Fixation
2719222930	SMP	1	4.84	4.68	92.19	1046.79	239.39	797.71	95.24	813.40	-	33.45	1.86	-26.10	-30.09	1.48	-25.71	0.30	-0.39	0.87	0.43	-0.33	0.84	00:00:01:15		Fixation
2719256408	SMP	1	4.82	4.84	107.15	1032.00	235.05	795.58	102.21	827.56	-	33.44	1.86	-26.10	-30.09	1.48	-25.71	0.30	-0.39	0.87	0.42	-0.34	0.84	00:00:01:16		Fixation
2719289459	SMP	1	4.88	4.96	110.83	1038.46	238.93	800.29	102.95	834.31	-	33.42	1.86	-26.09	-30.09	1.48	-25.71	0.30	-0.39	0.87	0.42	-0.35	0.84	00:00:01:17		Fixation
2719322814	SMP	1	4.86	4.82	102.77	1041.90	235.03	798.85	105.29	824.71	-	33.41	1.87	-26.09	-30.09	1.48	-25.71	0.30	-0.39	0.87	0.42	-0.34	0.84	00:00:01:18		Fixation
2719356170	SMP	1	4.80	4.64	94.79	1065.76	259.33	782.24	143.76	780.49	-	33.40	1.87	-26.08	-30.09	1.48	-25.71	0.29	-0.38	0.88	0.40	-0.31	0.86	00:00:01:19		Saccade
2719389343	SMP	1	4.74	4.62	108.43	1165.50	379.29	687.02	303.66	686.80	-	33.40	1.87	-26.08	-30.09	1.48	-25.71	0.20	-0.31	0.93	0.29	-0.26	0.92	00:00:01:20		Saccade
2719422576	SMP	1	4.72	4.66	430.34	710.69	474.22	613.71	411.66	603.79	-	33.40	1.87	-26.08	-30.09	1.48	-25.71	0.12	-0.26	0.96	0.21	-0.19	0.96	00:00:01:20		Saccade
2719455810	SMP	1	3.66	4.52	516.03	534.95	558.90	355.30	496.79	571.75	-	33.40	1.87	-26.08	-30.09	1.48	-25.71	0.05	-0.04	1.00	0.14	-0.17	0.98	00:00:01:21		Saccade
2719489196	SMP	1	3.56	4.26	585.94	710.16	598.23	620.90	591.65	591.97	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	0.01	-0.26	0.96	0.06	-0.19	0.98	00:00:01:22		-
2719522460	SMP	1	4.84	4.38	722.10	666.33	769.58	558.54	685.97	570.24	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.13	-0.21	0.97	-0.02	-0.17	0.99	00:00:01:23		Saccade
2719555694	SMP	1	4.94	4.26	964.49	873.06	939.96	526.06	830.09	570.18	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.27	-0.18	0.95	-0.14	-0.17	0.98	00:00:02:00		Saccade
2719588928	SMP	1	4.76	4.28	1145.33	847.67	1105.03	516.89	967.21	587.57	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.39	-0.16	0.91	-0.26	-0.18	0.95	00:00:02:00		Saccade
2719622192	SMP	1	5.00	4.06	1356.52	927.94	1250.08	527.96	1064.84	589.23	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.48	-0.16	0.86	-0.33	-0.18	0.93	00:00:02:01		Saccade
2719655548	SMP	1	4.90	3.92	1488.44	916.63	1360.35	508.01	1147.08	585.88	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.54	-0.14	0.83	-0.39	-0.17	0.91	00:00:02:02		Saccade
2719688812	SMP	1	5.22	3.86	1143.19	861.57	1062.75	809.86	1203.75	589.32	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.35	-0.38	0.86	-0.42	-0.17	0.89	00:00:02:03		Blink
2719722076	SMP	1	4.92	3.74	1672.30	963.77	1449.95	497.30	1210.02	573.08	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.58	-0.13	0.81	-0.43	-0.16	0.89	00:00:02:03		Blink
2719755310	SMP	1	4.98	3.82	1204.03	665.68	1291.33	512.68	1104.10	556.53	-	33.40	1.87	-26.08	-30.04	1.55	-25.77	-0.50	-0.15	0.85	-0.36	-0.15	0.92	00:00:02:04		Blink
2719788726	SMP	1	4.68	3.78	1089.26	625.77	1141.05	503.90	1026.13	519.86	-	33.40	1.87	-26.08	-29.94	1.41	-25.74	-0.41	-0.15	0.90	-0.30	-0.12	0.95	00:00:02:05		Blink
2719821960	SMP	1	4.70	4.12	1012.47	623.50	1053.60	493.51	965.57	538.47	-	33.41	1.85	-26.07	-29.87	1.43	-25.78	-0.35	-0.14	0.93	-0.25	-0.14	0.96	00:00:02:06		Blink
2719855224	SMP	1	4.58	4.18	967.98	606.28	1003.40	472.71	928.92	537.00	-	33.42	1.82	-26.05	-29.81	1.44	-25.80	-0.32	-0.13	0.94	-0.23	-0.14	0.96	00:00:02:07		Fixation
2719888458	SMP	1	4.50	4.18	945.84	594.91	976.87	465.65	911.53	528.00	-	33.42	1.82	-26.05	-29.77	1.44	-25.82	-0.30	-0.13	0.95	-0.21	-0.13	0.97	00:00:02:07		Fixation
2719921691	SMP	1	4.50	4.10	924.52	584.61	947.39	460.98	898.43	518.74	-	33.43	1.80	-26.03	-29.69	1.46	-25.87	-0.27	-0.12	0.95	-0.20	-0.12	0.97	00:00:02:08		Fixation
2719955078	SMP	1	4.42	4.10	903.51	572.78	925.35	448.45	879.34	513.79	-	33.44	1.77	-26.02	-29.67	1.47	-25.88	-0.26	-0.11	0.96	-0.19	-0.12	0.98	00:00:02:09		Fixation
2719988403	SMP	1	4.34	4.02	888.31	556.05	903.77	435.86	870.13	500.59	-	33.45	1.76	-26.01	-29.60	1.51	-25.95	-0.24	-0.10	0.97	-0.18	-0.11	0.98	00:00:02:10		Saccade
2720021575	SMP	1	4.22	3.98	865.99	478.08	885.08	365.74	841.76	439.70	-	33.46	1.74	-26.00	-29.60	1.51	-25.95	-0.22	-0.05	0.97	-0.15	-0.06	0.99	00:00:02:11		Saccade
2720054840	SMP	1	4.14	3.92	845.13	461.57	860.75	353.96	824.67	425.61	-	33.47	1.72	-26.00	-29.58	1.53	-25.97	-0.20	-0.04	0.98	-0.14	-0.05	0.99	00:00:02:12		Fixation
2720088287	SMP	1	4.00	3.82	823.71	448.12	839.22	339.24	804.45	419.23	-	33.48	1.71	-25.99	-29.57	1.54	-26.00	-0.19	-0.02	0.98	-0.12	-0.04	0.99	00:00:02:12		Fixation
2720121429	SMP	1	3.98	3.82	793.74	440.39	807.52	334.55	777.81	413.38	-	33.49	1.69	-25.98	-29.56	1.56	-26.02	-0.16	-0.02	0.99	-0.10	-0.03	0.99	00:00:02:13		Saccade
2720154663	SMP	1	4.00	3.82	759.84	438.83	773.93	342.46	745.31	405.15	-	33.50	1.68	-25.97	-29.56	1.56	-26.02	-0.13	-0.03	0.99	-0.07	-0.03	1.00	00:00:02:14		Saccade
2720187957	SMP	1	3.96	3.82	742.41	443.23	758.28	347.30	727.52	408.88	-	33.51	1.67	-25.97	-29.56	1.56	-26.02	-0.12	-0.03	0.99	-0.06	-0.03	1.00	00:00:02:15		Fixation
2720221252	SMP	1	3.94	3.78	754.99	438.05	769.55	339.68	740.44	406.97	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	-0.13	-0.02	0.99	-0.07	-0.03	1.00	00:00:02:16		Fixation
2720254455	SMP	1	3.78	3.64	629.63	473.02	647.87	386.89	620.38	427.12	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	-0.03	-0.07	1.00	0.04	-0.05	1.00	00:00:02:16		Blink
2720287902	SMP	1	3.84	3.80	468.71	507.83	492.59	431.63	464.74	448.28	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	0.11	-0.10	0.99	0.17	-0.06	0.98	00:00:02:17		Blink
2720321075	SMP	1	3.88	3.94	328.23	549.17	365.91	484.95	319.61	466.02	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	0.21	-0.15	0.97	0.28	-0.08	0.96	00:00:02:18		Blink
2720354339	SMP	1	3.80	3.88	192.96	576.85	244.95	525.85	179.44	469.84	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	0.31	-0.18	0.94	0.39	-0.08	0.92	00:00:02:19		Blink
2720387542	SMP	1	0.00	4.20	87.84	537.83	0.00	0.00	50.32	479.29	-	0.00	0.00	0.00	-29.55	1.57	-26.03	0.00	0.00	0.00	0.47	-0.08	0.88	00:00:02:19		Blink
2720420806	SMP	1	0.00	4.28	-33.07	594.35	0.00	0.00	-70.07	518.24	-	0.00	0.00	0.00	-29.55	1.57	-26.03	0.00	0.00	0.00	0.54	-0.10	0.84	00:00:02:20		Blink
2720454193	SMP	1	3.96	4.32	-424.40	984.57	26.07	641.81	-115.99	578.95	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	0.45	-0.25	0.85	0.56	-0.15	0.82	00:00:02:21		Blink
2720487426	SMP	1	3.80	4.28	-500.24	1026.19	-24.32	677.60	-186.24	597.05	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	0.48	-0.28	0.83	0.59	-0.15	0.79	00:00:02:22		Blink
2720520721	SMP	1	3.92	4.34	-593.95	1152.31	50.46	674.08	-97.03	577.02	-	33.52	1.65	-25.96	-29.55	1.57	-26.03	0.44	-0.28	0.85	0.55	-0.15	0.82	00:00:02:23		Blink
2720553924	SMP	1	4.00	3.94	92.12	679.53	168.16	641.94	59.18	517.27	-	33.50	1.63	-25.95	-29.55	1.57	-26.03	0.36	-0.26	0.89	0.46	-0.11	0.88	00:00:02:23		Blink
2720587310	SMP	1	4.04	3.78	113.36	664.11	192.66	647.04	73.53	483.74	-	33.48	1.60	-25.94	-29.55	1.57	-26.03	0.34	-0.27	0.90	0.45	-0.08	0.89	00:00:03:00		Blink
2720620758	SMP	1	3.82	4.32	-535.31	1251.93	47.99	769.63	-133.06	642.25	-	33.48	1.60	-25.94	-29.55	1.57	-26.03	0.43	-0.35	0.83	0.57	-0.19	0.80	00:00:03:01		Blink
2720653808	SMP	1	3.98	4.54	-432.27	1204.78	23.13	800.18	-167.91	692.66	-	33.48	1.60	-25.94	-29.55	1.57	-26.03	0.45	-0.37	0.82	0.58	-0.22	0.78	00:00:03:02		Blink
2720687072	SMP	1	3.98	4.62	-520.41	1265.45	31.25	786.53	-140.00	671.84	-	33.48	1.60	-25.94	-29.55	1.57	-26.03	0.44	-0.36	0.82	0.57	-0.21	0.80	00:00:03:03		Blink
2720720397	SMP	1	4.04	4.58	-65.52	835.70	41.82	770.94	-120.00	635.30	-	33.48	1.60	-25.94	-29.55	1.57	-26.03	0.44	-0.35	0.83	0.56	-0.19	0.81	00:00:03:03		Blink
2720753662	SMP	1	4.16	4.54	-51.55	813.84	55.58	754.05	-107.02	617.26	-	33.48	1.60	-25.94	-29.55	1.57	-26.03	0.43	-0.34	0.84	0.55	-0.17	0.81	00:00:03:04		Blink
2720787048	SMP	1	4.12	4.54	-35.39	793.36	65.27	736.42	-84.59	603.28	-	33.47	1.56	-25.92	-29.55	1.57	-26.03	0.43	-0.33	0.84	0.54	-0.17	0.82	00:00:03:05		Saccade
2720820343	SMP	1	4.18	4.40	-16.95	755.75	78.91	715.73	-62.48	562.42	-	33.46	1.53	-25.90	-29.55	1.57	-26.03	0.42	-0.31	0.85	0.53	-0.14	0.84	00:00:03:06		Saccade
2720853454	SMP	1	4.20	4.58	4.78	733.64	92.35	692.75	-32.88	551.74	-	33.44	1.50	-25.88	-29.55	1.57	-26.03	0.41	-0.30	0.86	0.52	-0.13	0.85	00:00:03:07		Saccade
2720886657	SMP	1	4.26	4.36	104.28	671.32	175.09	647.86	75.44	496.87	-	33.43	1.48	-25.88	-29.55	1.57	-26.03	0.36	-0.27	0.90	0.45	-0.09	0.89	00:00:03:07		Saccade
2720920288	SMP	1	4.36	4.28	129.31	650.98	197.40	639.02	100.63	471.44	-	33.42	1.47	-25.87	-29.55	1.57	-26.03	0.34	-0.26	0.90	0.44	-0.08	0.90	00:00:03:08		Fixation
2720953308	SMP	1	4.42	4.40	127.77	639.72	195.87	626.06	99.51	466.30	-	33.41	1.45	-25.86	-29.55	1.57	-26.03	0.34	-0.25	0.91	0.44	-0.07	0.90	00:00:03:09		Fixation
2720986572	SMP	1	4.44	4.44	135.42	628.50	201.22	616.79	109.04	457.31	-	33.40	1.43	-25.86	-29.55	1.57	-26.03	0.34	-0.25	0.91	0.43	-0.06	0.90	00:00:03:10		Fixation
2721019836	SMP	1	4.46	4.32	135.60	619.83	199.90	615.06	110.58	444.10	-	33.39	1.41	-25.85	-29.55	1.57	-26.03	0.34	-0.25	0.91	0.43	-0.05	0.90	00:00:03:11		Fixation
2721053070	SMP	1	4.46	4.32	135.64	609.40	200.88	603.30	109.79	438.83	-	33.38	1.40	-25.85	-29.55	1.57	-26.03	0.34	-0.24	0.91	0.43	-0.05	0.90	00:00:03:12		Fixation
2721086425	SMP	1	4.48	4.34	136.51	602.03	200.49	598.60	111.92	431.24	-	33.37	1.38	-25.84	-29.55	1.57	-26.03	0.34	-0.23	0.91	0.43	-0.04	0.90	00:00:03:12		Saccade
2721119720	SMP	1	4.46	4.42	144.61	593.84	205.05	587.50	123.49	429.80	-	33.36	1.36	-25.83	-29.55	1.57	-26.03	0.34	-0.22	0.92	0.42	-0.04	0.91	00:00:03:13		Saccade
2721152923	SMP	1	4.60	4.46	155.58	594.63	214.66	589.24	134.82	429.44	-	33.36	1.35	-25.83	-29.55	1.57	-26.03	0.33	-0.23	0.92	0.42	-0.04	0.91	00:00:03:14		Fixation
2721186187	SMP	1	4.58	4.56	161.29	586.48	218.90	579.85	141.79	425.79	-	33.35	1.34	-25.83	-29.55	1.57	-26.03	0.33	-0.22	0.92	0.41	-0.04	0.91	00:00:03:15		Fixation
2721219421	SMP	1	4.56	4.52	171.88	573.33	229.84	570.21	150.83	413.20	-	33.35	1.33	-25.83	-29.55	1.57	-26.03	0.32	-0.21	0.92	0.40	-0.03	0.91	00:00:03:15		Fixation
2721252929	SMP	1	4.44	4.08	101.94	586.74	181.18	595.55	63.02	405.08	-	33.34	1.31	-25.82	-29.55	1.57	-26.03	0.35	-0.23	0.91	0.46	-0.02	0.89	00:00:03:16		-
