clip_name,start_frame,start_time_fmt,action_name,verb_name,noun_names,start_time_ms,end_time_ms,end_time_fmt,end_frame,verb_id,action_id,noun_ids
OP01-R01-PastaSalad,15071,10:28.062,Take eating_utensil,Take,eating_utensil,628062,629122,10:29.122,15101,3,3,3
OP01-R01-PastaSalad,15097,10:29.137,Take tomato,Take,tomato,629137,629907,10:29.907,15120,3,48,4
OP01-R01-PastaSalad,15133,10:30.827,Cut carrot,Cut,carrot,630827,633437,10:33.437,15209,4,12,10
OP01-R01-PastaSalad,15200,10:33.437,Put tomato,Put,tomato,633437,634267,10:34.267,15225,6,40,4
OP01-R01-PastaSalad,15290,10:37.157,"Put trash,trash_container",Put,"trash,trash_container",637157,637787,10:37.787,15308,6,19,"15,16"
OP01-R01-PastaSalad,15733,10:55.850,Put cooking_utensil,Put,cooking_utensil,655850,658730,10:58.730,15817,6,22,18
OP01-R01-PastaSalad,15909,11:02.995,Cut carrot,Cut,carrot,662995,663735,11:03.735,15932,4,12,10
OP01-R01-PastaSalad,15913,11:03.820,Cut carrot,Cut,carrot,663820,671580,11:11.580,16136,4,12,10
OP01-R01-PastaSalad,16118,11:11.685,Cut carrot,Cut,carrot,671685,672745,11:12.745,16148,4,12,10
OP01-R01-PastaSalad,16154,11:13.530,Cut carrot,Cut,carrot,673530,677590,11:17.590,16273,4,12,10
OP01-R01-PastaSalad,16261,11:17.615,Cut carrot,Cut,carrot,677615,678235,11:18.235,16279,4,12,10
OP01-R01-PastaSalad,16278,11:18.500,Cut carrot,Cut,carrot,678500,681000,11:21.000,16350,4,12,10
OP01-R01-PastaSalad,16329,11:22.515,Cut carrot,Cut,carrot,682515,703775,11:43.775,16942,4,12,10
OP01-R01-PastaSalad,16887,11:43.780,Cut carrot,Cut,carrot,703780,705320,11:45.320,16931,4,12,10
OP01-R01-PastaSalad,16924,11:45.405,Cut carrot,Cut,carrot,705405,707395,11:47.395,16983,4,12,10
OP01-R01-PastaSalad,17092,11:52.710,Cut carrot,Cut,carrot,712710,718310,11:58.310,17253,4,12,10
OP01-R01-PastaSalad,17301,12:01.070,Put eating_utensil,Put,eating_utensil,721070,722630,12:02.630,17348,6,6,3
OP01-R01-PastaSalad,17403,12:07.427,Cut tomato,Cut,tomato,727427,750377,12:30.377,18065,4,4,4
OP01-R01-PastaSalad,18013,12:34.360,Cut carrot,Cut,carrot,754360,792420,13:12.420,19110,4,12,10
OP01-R01-PastaSalad,18015,12:30.942,Cut bell_pepper,Cut,bell_pepper,750942,753898,12:33.898,18101,4,21,17
OP01-R01-PastaSalad,19096,13:15.740,Take cooking_utensil,Take,cooking_utensil,795740,796440,13:16.440,19116,3,30,18
OP01-R01-PastaSalad,19317,13:25.025,Put cooking_utensil,Put,cooking_utensil,805025,806535,13:26.535,19360,6,22,18
OP01-R01-PastaSalad,19552,13:34.715,Take eating_utensil,Take,eating_utensil,814715,815325,13:35.325,19569,3,3,3
OP01-R01-PastaSalad,19560,13:35.095,Take eating_utensil,Take,eating_utensil,815095,815915,13:35.915,19584,3,3,3
OP01-R01-PastaSalad,19580,13:35.920,Put eating_utensil,Put,eating_utensil,815920,816970,13:36.970,19610,6,6,3
OP01-R01-PastaSalad,20241,14:03.480,Put eating_utensil,Put,eating_utensil,843480,844420,14:04.420,20269,6,6,3
OP01-R01-PastaSalad,20303,14:06.165,Inspect/Read recipe,Inspect/Read,recipe,846165,848065,14:08.065,20358,1,1,1
OP01-R01-PastaSalad,20385,14:09.565,Open fridge,Open,fridge,849565,851375,14:11.375,20437,2,2,2
OP01-R01-PastaSalad,20579,14:17.690,Open fridge,Open,fridge,857690,860050,14:20.050,20647,2,2,2
OP01-R01-PastaSalad,20704,14:22.797,Take condiment_container,Take,condiment_container,862797,864097,14:24.097,20742,3,8,7
OP01-R01-PastaSalad,20789,14:26.372,Take cheese_container,Take,cheese_container,866372,867652,14:27.652,20827,3,59,36
OP01-R01-PastaSalad,20884,14:30.262,Take condiment_container,Take,condiment_container,870262,871292,14:31.292,20914,3,8,7
OP01-R01-PastaSalad,21141,14:41.022,Move Around bowl,Move Around,bowl,881022,882542,14:42.542,21185,9,100,14
OP01-R01-PastaSalad,21546,14:58.221,"Mix mixture,eating_utensil",Mix,"mixture,eating_utensil",898221,903011,15:03.011,21684,15,67,"38,3"
OP01-R01-PastaSalad,23132,16:03.900,Take cooking_utensil,Take,cooking_utensil,963900,964580,16:04.580,23151,3,30,18
OP01-R01-PastaSalad,23558,16:21.720,Put cooking_utensil,Put,cooking_utensil,981720,983270,16:23.270,23602,6,22,18
OP01-R01-PastaSalad,24539,17:02.590,Put cooking_utensil,Put,cooking_utensil,1022590,1024050,17:04.050,24581,6,22,18
OP01-R01-PastaSalad,24708,17:09.725,Inspect/Read recipe,Inspect/Read,recipe,1029725,1031715,17:11.715,24767,1,1,1
OP01-R01-PastaSalad,25529,17:43.805,Take cooking_utensil,Take,cooking_utensil,1063805,1064815,17:44.815,25558,3,30,18
OP01-R01-PastaSalad,25945,18:01.255,Put cooking_utensil,Put,cooking_utensil,1081255,1083455,18:03.455,26008,6,22,18
OP01-R01-PastaSalad,26746,18:35.060,Mix pasta,Mix,pasta,1115060,1121560,18:41.560,26933,15,81,45
OP01-R01-PastaSalad,27230,18:55.180,Mix pasta,Mix,pasta,1135180,1141210,19:01.210,27404,15,81,45
OP01-R01-PastaSalad,29362,20:23.605,Take pot,Take,pot,1223605,1225305,20:25.305,29412,3,45,26
OP01-R01-PastaSalad,29399,20:25.080,Take pot,Take,pot,1225080,1225900,20:25.900,29424,3,45,26
OP01-R01-PastaSalad,29672,20:36.540,Put pot,Put,pot,1236540,1238290,20:38.290,29723,6,33,26
OP01-R01-PastaSalad,29752,20:39.760,Take cooking_utensil,Take,cooking_utensil,1239760,1240670,20:40.670,29779,3,30,18
OP01-R01-PastaSalad,31000,21:31.810,Put pot,Put,pot,1291810,1293140,21:33.140,31039,6,33,26
OP01-R01-PastaSalad,31424,21:49.480,Put pot,Put,pot,1309480,1310670,21:50.670,31460,6,33,26
OP01-R01-PastaSalad,31463,21:51.110,Put cooking_utensil,Put,cooking_utensil,1311110,1312370,21:52.370,31500,6,22,18
OP01-R01-PastaSalad,31500,21:52.625,Take eating_utensil,Take,eating_utensil,1312625,1313945,21:53.945,31538,3,3,3
OP01-R01-PastaSalad,31554,21:54.885,Take plate,Take,plate,1314885,1316195,21:56.195,31592,3,16,13
OP01-R01-PastaSalad,32565,22:37.220,"Mix mixture,eating_utensil",Mix,"mixture,eating_utensil",1357220,1360610,22:40.610,32663,15,67,"38,3"
OP01-R01-PastaSalad,32751,22:44.725,Take condiment_container,Take,condiment_container,1364725,1365495,22:45.495,32774,3,8,7
OP01-R01-PastaSalad,32772,22:45.595,Take condiment_container,Take,condiment_container,1365595,1366395,22:46.395,32796,3,8,7
OP01-R01-PastaSalad,32789,22:46.570,Open condiment_container,Open,condiment_container,1366570,1369860,22:49.860,32885,2,25,7
OP01-R01-PastaSalad,32857,22:50.300,"Pour condiment,condiment_container,salad",Pour,"condiment,condiment_container,salad",1370300,1383030,23:03.030,33223,16,79,"21,7,44"
OP01-R01-PastaSalad,33282,23:06.854,Take condiment_container,Take,condiment_container,1386854,1387602,23:07.602,33305,3,8,7
OP01-R01-PastaSalad,33301,23:07.591,Take condiment_container,Take,condiment_container,1387591,1388132,23:08.132,33317,3,8,7
OP01-R01-PastaSalad,33312,23:08.132,Open condiment_container,Open,condiment_container,1388132,1389630,23:09.630,33355,2,25,7
OP01-R01-PastaSalad,33368,23:10.420,"Pour condiment,condiment_container,salad",Pour,"condiment,condiment_container,salad",1390420,1391550,23:11.550,33400,16,79,"21,7,44"
OP01-R01-PastaSalad,33399,23:11.800,Close condiment_container,Close,condiment_container,1391800,1393610,23:13.610,33451,8,37,7
OP01-R01-PastaSalad,33441,23:13.460,Close condiment_container,Close,condiment_container,1393460,1394270,23:14.270,33465,8,37,7
OP01-R01-PastaSalad,34721,24:07.030,Mix pasta,Mix,pasta,1447030,1449910,24:09.910,34805,15,81,45
OP01-R01-PastaSalad,34803,24:10.235,Put eating_utensil,Put,eating_utensil,1450235,1451335,24:11.335,34835,6,6,3
OP01-R01-PastaSalad,34871,24:13.120,Inspect/Read recipe,Inspect/Read,recipe,1453120,1454610,24:14.610,34914,1,1,1
OP01-R01-PastaSalad,34925,24:15.300,Take condiment_container,Take,condiment_container,1455300,1456360,24:16.360,34955,3,8,7
OP01-R01-PastaSalad,34967,24:17.105,Open fridge,Open,fridge,1457105,1458455,24:18.455,35006,2,2,2
OP01-R01-PastaSalad,35000,24:18.495,Put condiment_container,Put,condiment_container,1458495,1459865,24:19.865,35040,6,13,7
OP01-R01-PastaSalad,35034,24:19.865,Put condiment_container,Put,condiment_container,1459865,1460905,24:20.905,35064,6,13,7
OP01-R02-TurkeySandwich,1067,00:44.950,Open fridge,Open,fridge,44950,49800,00:49.800,1207,2,2,2
OP01-R02-TurkeySandwich,1193,00:49.870,Take bread_container,Take,bread_container,49870,51300,00:51.300,1235,3,47,32
OP01-R02-TurkeySandwich,1225,00:51.330,Put bread_container,Put,bread_container,51330,53830,00:53.830,1298,6,52,32
OP01-R02-TurkeySandwich,1290,00:53.835,Put bread_container,Put,bread_container,53835,54745,00:54.745,1316,6,52,32
OP01-R02-TurkeySandwich,1405,00:58.680,Open fridge,Open,fridge,58680,60200,01:00.200,1448,2,2,2
OP01-R02-TurkeySandwich,1581,01:05.960,Open fridge,Open,fridge,65960,67050,01:07.050,1612,2,2,2
OP01-R02-TurkeySandwich,1603,01:07.050,Take tomato_container,Take,tomato_container,67050,69600,01:09.600,1677,3,68,39
OP01-R02-TurkeySandwich,1750,01:13.060,Open fridge_drawer,Open,fridge_drawer,73060,74610,01:14.610,1794,2,38,27
OP01-R02-TurkeySandwich,1822,01:16.565,Take cheese,Take,cheese,76565,82715,01:22.715,2001,3,84,40
OP01-R02-TurkeySandwich,2000,01:23.520,Close fridge,Close,fridge,83520,85110,01:25.110,2047,8,11,2
OP01-R02-TurkeySandwich,2032,01:25.160,Close fridge,Close,fridge,85160,89630,01:29.630,2163,8,11,2
OP01-R02-TurkeySandwich,2211,01:32.250,Move Around bowl,Move Around,bowl,92250,93660,01:33.660,2251,9,100,14
OP01-R02-TurkeySandwich,2254,01:34.030,Put bowl,Put,bowl,94030,94780,01:34.780,2277,6,18,14
OP01-R02-TurkeySandwich,2303,01:36.100,Put plate,Put,plate,96100,97300,01:37.300,2339,6,20,13
OP01-R02-TurkeySandwich,2449,01:42.320,Take tomato,Take,tomato,102320,105110,01:45.110,2529,3,48,4
OP01-R02-TurkeySandwich,2513,01:47.332,Cut tomato,Cut,tomato,107332,133184,02:13.184,3259,4,4,4
OP01-R02-TurkeySandwich,2528,01:45.440,Put tomato,Put,tomato,105440,106460,01:46.460,2558,6,40,4
OP01-R02-TurkeySandwich,3193,02:14.147,Cut tomato,Cut,tomato,134147,144962,02:24.962,3506,4,4,4
OP01-R02-TurkeySandwich,3446,02:24.962,Cut tomato,Cut,tomato,144962,158810,02:38.810,3845,4,4,4
OP01-R02-TurkeySandwich,3969,02:45.430,Put eating_utensil,Put,eating_utensil,165430,166100,02:46.100,3988,6,6,3
OP01-R02-TurkeySandwich,4071,02:49.720,Put grocery_bag,Put,grocery_bag,169720,170710,02:50.710,4100,6,102,46
OP01-R02-TurkeySandwich,4466,03:06.350,Take lettuce,Take,lettuce,186350,189060,03:09.060,4544,3,54,24
OP01-R02-TurkeySandwich,4536,03:09.060,Put lettuce,Put,lettuce,189060,189690,03:09.690,4554,6,31,24
OP01-R02-TurkeySandwich,4776,03:19.060,Put lettuce,Put,lettuce,199060,199690,03:19.690,4794,6,31,24
OP01-R02-TurkeySandwich,4900,03:24.245,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,204245,204865,03:24.865,4918,13,43,24
OP01-R02-TurkeySandwich,4913,03:24.870,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,204870,206340,03:26.340,4956,13,43,24
OP01-R02-TurkeySandwich,4961,03:26.860,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,206860,208334,03:28.334,5004,13,43,24
OP01-R02-TurkeySandwich,4995,03:28.334,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,208334,210690,03:30.690,5062,13,43,24
OP01-R02-TurkeySandwich,5054,03:30.722,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,210722,212126,03:32.126,5095,13,43,24
OP01-R02-TurkeySandwich,5092,03:32.327,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,212327,213684,03:33.684,5132,13,43,24
OP01-R02-TurkeySandwich,5164,03:35.240,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,215240,215880,03:35.880,5183,13,43,24
OP01-R02-TurkeySandwich,5192,03:36.450,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,216450,217290,03:37.290,5217,13,43,24
OP01-R02-TurkeySandwich,5245,03:38.628,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,218628,219619,03:39.619,5273,13,43,24
OP01-R02-TurkeySandwich,5274,03:39.850,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,219850,220690,03:40.690,5299,13,43,24
OP01-R02-TurkeySandwich,5296,03:40.720,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,220720,221340,03:41.340,5314,13,43,24
OP01-R02-TurkeySandwich,5311,03:41.350,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,221350,221970,03:41.970,5329,13,43,24
OP01-R02-TurkeySandwich,5323,03:42.550,Open bread_container,Open,bread_container,222550,230370,03:50.370,5547,2,82,32
OP01-R02-TurkeySandwich,5522,03:50.370,Take bread,Take,bread,230370,233050,03:53.050,5600,3,36,22
OP01-R02-TurkeySandwich,5645,03:55.330,Put bread,Put,bread,235330,236120,03:56.120,5669,6,35,22
OP01-R02-TurkeySandwich,5665,03:56.150,Put bread,Put,bread,236150,236890,03:56.890,5688,6,35,22
OP01-R02-TurkeySandwich,5685,03:56.920,Put bread,Put,bread,236920,237560,03:57.560,5703,6,35,22
OP01-R02-TurkeySandwich,5718,03:58.350,Take eating_utensil,Take,eating_utensil,238350,239120,03:59.120,5741,3,3,3
OP01-R02-TurkeySandwich,6966,04:50.340,Put tomato,Put,tomato,290340,291320,04:51.320,6994,6,40,4
OP01-R02-TurkeySandwich,6991,04:51.340,Put lettuce,Put,lettuce,291340,292040,04:52.040,7010,6,31,24
OP01-R02-TurkeySandwich,7013,04:52.260,Put tomato,Put,tomato,292260,292860,04:52.860,7030,6,40,4
OP01-R02-TurkeySandwich,7110,04:56.330,Put lettuce,Put,lettuce,296330,296890,04:56.890,7127,6,31,24
OP01-R02-TurkeySandwich,7154,04:58.170,Put tomato,Put,tomato,298170,299140,04:59.140,7182,6,40,4
OP01-R02-TurkeySandwich,7245,05:01.970,Put tomato,Put,tomato,301970,302720,05:02.720,7268,6,40,4
OP01-R02-TurkeySandwich,7265,05:02.830,Put tomato,Put,tomato,302830,303910,05:03.910,7296,6,40,4
OP01-R02-TurkeySandwich,7292,05:03.940,Put lettuce,Put,lettuce,303940,304830,05:04.830,7318,6,31,24
OP01-R02-TurkeySandwich,7314,05:04.850,Put lettuce,Put,lettuce,304850,305790,05:05.790,7341,6,31,24
OP01-R02-TurkeySandwich,7360,05:06.710,Put lettuce,Put,lettuce,306710,307320,05:07.320,7377,6,31,24
OP01-R02-TurkeySandwich,7381,05:07.590,Put lettuce,Put,lettuce,307590,308110,05:08.110,7396,6,31,24
OP01-R02-TurkeySandwich,7478,05:11.670,Put lettuce,Put,lettuce,311670,312690,05:12.690,7507,6,31,24
OP01-R02-TurkeySandwich,7501,05:12.740,Put lettuce,Put,lettuce,312740,314320,05:14.320,7548,6,31,24
OP01-R02-TurkeySandwich,7586,05:16.180,Put tomato,Put,tomato,316180,317130,05:17.130,7614,6,40,4
OP01-R02-TurkeySandwich,7593,05:16.480,Put lettuce,Put,lettuce,316480,317470,05:17.470,7622,6,31,24
OP01-R02-TurkeySandwich,7661,05:19.320,Put lettuce,Put,lettuce,319320,320450,05:20.450,7693,6,31,24
OP01-R02-TurkeySandwich,7689,05:20.460,Put lettuce,Put,lettuce,320460,321280,05:21.280,7713,6,31,24
